pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Albon,Williams,Monaco,13,125.34760211816457,19,16,13,2,1,1
Lawson,Racing Bulls,Shanghai,8,152.63165814589493,1,20,4,1,2,0
Antonelli,Mercedes,Las Vegas,12,274.2740818069255,55,20,46,9,13,1
Hamilton,Ferrari,Barcelona,17,156.8792019921714,76,71,54,8,16,1
Hadjar,Racing Bulls,Mexico City,16,203.13932174899765,62,45,46,9,1,0
Verstappen,Red Bull,Lusail,9,111.08272975425628,73,38,33,4,20,1
Leclerc,Ferrari,Zandvoort,8,161.70929525852424,86,40,20,7,20,1
Hulkenberg,Sauber,Zandvoort,10,239.16960638475777,91,47,53,9,17,1
Bortoleto,Sauber,Zandvoort,15,92.59730942539233,47,52,13,0,2,1
Colapinto,Alpine,Imola,10,339.6263249575019,81,6,51,1,16,0
Gasly,Alpine,Austin,10,133.49583871106913,14,6,23,2,17,1
Bearman,Haas,Jeddah,18,313.5652301735956,67,11,30,2,18,1
Piastri,McLaren,Sakhir,20,305.06290273771634,56,68,64,2,18,1
Piastri,McLaren,Spielberg,0,313.12644747863186,11,79,17,5,16,0
Norris,McLaren,Budapest,1,76.18897305942023,99,5,40,9,13,1
Hamilton,Ferrari,Spielberg,3,244.58957322290763,19,36,47,5,8,0
Leclerc,Ferrari,Shanghai,4,138.6739184421978,12,61,35,0,15,1
Bearman,Haas,Lusail,26,198.22738431393225,52,35,2,0,10,0
Stroll,Aston Martin,Zandvoort,18,204.6481545844832,47,17,62,3,17,1
Russel,Mercedes,Lusail,9,69.92508755449995,81,86,14,0,6,1
Colapinto,Alpine,Las Vegas,26,102.21669659054656,91,92,41,3,15,1
Bearman,Haas,Sakhir,10,284.9194578836182,7,79,48,2,17,1
Piastri,McLaren,Las Vegas,23,241.11108475260602,72,84,21,8,6,0
Alonso,Aston Martin,Spa,13,255.49488320195422,59,1,65,0,17,0
Albon,Williams,Las Vegas,1,277.1566476151122,85,22,58,9,8,0
Albon,Williams,Austin,24,203.7154511770118,26,19,5,3,19,1
Gasly,Alpine,Jeddah,3,211.73742733565564,80,67,53,5,10,0
Stroll,Aston Martin,Zandvoort,23,248.76457288034544,95,85,54,6,11,1
Bearman,Haas,Silverstone,23,148.53269076296036,25,81,54,0,10,1
Alonso,Aston Martin,Shanghai,28,297.44771362558697,78,37,9,4,7,0
Bortoleto,Sauber,Mexico City,29,123.57535615821772,25,17,31,7,18,1
Albon,Williams,Singapore,13,68.73472397952183,81,38,61,1,8,1
Tsunoda,Red Bull Racing,Miami,25,335.0338379450765,0,92,63,8,8,1
Gasly,Alpine,Imola,3,182.56423932118332,18,61,51,7,1,0
Russel,Mercedes,Imola,2,349.89227472235115,37,22,11,9,19,1
Alonso,Aston Martin,Spielberg,4,330.0920289168006,99,78,30,1,15,0
Hadjar,Racing Bulls,Miami,26,186.38060267740758,70,64,45,9,4,1
Antonelli,Mercedes,Miami,28,281.9858792089477,10,73,50,1,13,1
Alonso,Aston Martin,Miami,19,52.87078186729026,87,67,46,10,20,1
Ocon,Haas,Las Vegas,18,149.20717790028112,49,57,39,11,9,1
Piastri,McLaren,Suzuka,8,189.8921471383237,78,15,27,9,13,1
Piastri,McLaren,Sakhir,0,275.23189799096235,89,82,38,8,8,0
Ocon,Haas,Zandvoort,10,315.2269705936597,74,9,15,0,15,0
Verstappen,Red Bull,Lusail,12,347.6148328227911,54,72,55,1,18,0
Hulkenberg,Sauber,Monza,16,340.9233847888699,40,31,26,2,1,0
Alonso,Aston Martin,Imola,8,119.92822029779845,34,51,30,6,3,1
Piastri,McLaren,Spa,15,164.3257872638941,76,35,22,11,2,0
Sainz,Williams,Miami,17,69.25556171924849,10,83,11,2,17,1
Ocon,Haas,Barcelona,27,222.16602404095556,8,90,31,10,7,1
Colapinto,Alpine,Sao Paulo,4,268.094618088532,0,41,21,6,12,1
Russel,Mercedes,Miami,0,279.0587417996469,57,81,22,9,10,0
Piastri,McLaren,Sao Paulo,0,132.22022747192872,83,76,28,8,20,1
Norris,McLaren,Austin,28,300.5032481910306,80,65,35,5,1,0
Hadjar,Racing Bulls,Mexico City,22,298.6982490952797,26,32,45,10,19,1
Norris,McLaren,Las Vegas,16,86.6225338796805,20,30,21,11,15,1
Verstappen,Red Bull,Spielberg,12,283.2419734427577,84,51,27,9,5,0
Norris,McLaren,Silverstone,29,296.6444061846695,70,47,24,5,8,0
Bortoleto,Sauber,Monza,10,215.67617791838398,60,28,46,2,19,0
Piastri,McLaren,Spielberg,23,195.27977795863112,75,38,37,10,20,1
Hadjar,Racing Bulls,Miami,27,292.33336164022995,50,55,30,6,1,1
Colapinto,Alpine,Suzuka,18,52.182975780507434,28,88,12,3,5,1
Albon,Williams,Melbourne,0,159.58776322259533,26,89,2,7,19,1
Albon,Williams,Zandvoort,3,134.2570129298666,56,20,13,0,3,1
Gasly,Alpine,Suzuka,13,131.37407083211951,10,1,26,2,3,1
Sainz,Williams,Budapest,11,174.96389086602602,92,53,51,9,20,1
Bearman,Haas,Imola,9,77.259305933789,87,41,41,6,3,1
Leclerc,Ferrari,Sakhir,1,197.9932481022859,88,23,47,1,17,0
Bortoleto,Sauber,Spa,10,221.50368662090554,20,9,29,0,6,0
Lawson,Racing Bulls,Suzuka,5,265.3146272716517,58,19,32,0,6,0
Bortoleto,Sauber,Sakhir,29,169.92421657526413,8,56,52,3,1,0
Russel,Mercedes,Abu Dhabi,10,190.12320953804743,40,51,46,4,5,0
Bearman,Haas,Imola,15,72.56666818197101,39,4,37,11,10,1
Lawson,Racing Bulls,Miami,18,225.9052145387999,48,53,56,10,18,1
Piastri,McLaren,Las Vegas,18,140.43749842530903,19,14,56,3,10,1
Antonelli,Mercedes,Sao Paulo,7,124.71028064929706,11,35,17,8,10,1
Bearman,Haas,Baku,18,244.76216981875518,6,97,52,3,4,0
Sainz,Williams,Mexico City,21,197.43305327916954,32,10,15,2,12,1
Verstappen,Red Bull,Abu Dhabi,3,293.2621472707548,19,25,1,4,6,0
Colapinto,Alpine,Imola,12,249.1375885802388,73,94,13,4,13,0
Hadjar,Racing Bulls,Sakhir,5,171.14179637435046,66,2,1,3,2,0
Bortoleto,Sauber,Melbourne,10,305.908884808696,57,79,57,8,20,1
Verstappen,Red Bull,Austin,7,129.79675894929596,93,78,45,7,19,1
Stroll,Aston Martin,Spielberg,21,177.65603240742527,18,42,65,11,15,1
Alonso,Aston Martin,Lusail,25,102.32419894039631,7,20,41,6,5,1
Norris,McLaren,Jeddah,3,93.78206727315846,63,16,1,7,6,1
Russel,Mercedes,Zandvoort,17,324.74118387067,99,46,40,2,8,0
Sainz,Williams,Silverstone,20,237.03233769689967,99,1,17,3,2,0
Russel,Mercedes,Lusail,6,264.85189025608526,64,24,36,6,2,0
Russel,Mercedes,Silverstone,11,339.0420170725006,60,60,62,4,1,0
Russel,Mercedes,Sakhir,14,96.7766760115643,21,40,45,2,8,1
Norris,McLaren,Austin,23,210.53008801694637,84,96,8,10,8,0
Albon,Williams,Zandvoort,29,56.28197202228511,68,83,25,6,13,1
Norris,McLaren,Barcelona,15,341.54967952848415,93,93,38,3,2,0
Alonso,Aston Martin,Mexico City,5,342.3646458071814,27,73,14,11,3,0
Alonso,Aston Martin,Budapest,11,315.4600466775469,97,67,23,4,6,0
Verstappen,Red Bull,Sao Paulo,9,212.6009523312167,31,29,23,0,19,0
Piastri,McLaren,Las Vegas,11,218.6050867031381,95,84,64,11,20,1
Alonso,Aston Martin,Miami,8,339.2158448079085,32,13,14,11,1,0
Stroll,Aston Martin,Miami,1,331.62053844511945,20,29,16,7,15,1
Hadjar,Racing Bulls,Sakhir,2,224.1032795819487,33,59,6,4,17,0
Piastri,McLaren,Shanghai,28,93.73403910226867,79,62,43,7,3,1
Bortoleto,Sauber,Sao Paulo,22,158.15948116553255,4,6,28,4,9,0
Russel,Mercedes,Sao Paulo,7,82.85098890233999,53,42,27,1,8,1
Hulkenberg,Sauber,Imola,16,107.26044355847964,68,95,31,6,18,1
Bortoleto,Sauber,Baku,14,278.005037442953,1,32,33,4,11,0
Piastri,McLaren,Barcelona,9,159.65071502160373,58,18,55,9,12,1
Hamilton,Ferrari,Sao Paulo,27,144.42592864452814,64,81,1,8,12,1
Bortoleto,Sauber,Sao Paulo,23,69.10172460172096,81,27,45,8,18,1
Verstappen,Red Bull,Las Vegas,8,69.08868666872972,37,6,27,6,17,1
Gasly,Alpine,Singapore,28,302.2320031160422,71,13,20,6,1,1
Piastri,McLaren,Imola,4,283.31631965906183,71,31,57,0,9,0
Ocon,Haas,Spielberg,5,152.89166939349806,9,97,26,6,17,1
Sainz,Williams,Sakhir,21,274.0895685382199,27,11,37,11,3,0
Verstappen,Red Bull,Spa,9,306.6477570772936,83,46,59,8,1,0
Hadjar,Racing Bulls,Spielberg,16,258.51346394645424,26,80,19,3,19,1
Stroll,Aston Martin,Barcelona,4,286.51203505555856,92,33,62,3,12,0
Stroll,Aston Martin,Monza,17,121.44720416655936,98,38,14,2,6,1
Piastri,McLaren,Montreal,10,219.10610768859695,49,43,57,1,1,0
Bearman,Haas,Baku,8,238.6253036476259,58,43,52,5,20,0
Ocon,Haas,Silverstone,27,237.94888286285612,56,64,40,0,15,1
Antonelli,Mercedes,Baku,12,86.65686278032248,96,3,57,9,14,1
Hamilton,Ferrari,Suzuka,22,234.81411678149829,11,90,57,8,12,1
Albon,Williams,Mexico City,16,224.38185605269035,6,32,55,0,12,1
Norris,McLaren,Mexico City,5,179.8980166451992,48,9,29,10,13,1
Hulkenberg,Sauber,Singapore,29,170.28629434326348,26,52,32,1,4,0
Hulkenberg,Sauber,Mexico City,20,226.0295731962792,74,10,43,1,12,1
Stroll,Aston Martin,Singapore,0,86.02044839191156,98,48,51,8,18,1
Bearman,Haas,Austin,3,273.8478773722039,29,25,26,2,19,0
Leclerc,Ferrari,Sao Paulo,18,231.16082960964522,14,43,19,1,4,0
Antonelli,Mercedes,Montreal,5,124.74642792312707,72,20,45,4,2,1
Lawson,Racing Bulls,Las Vegas,6,146.2689472747721,96,30,61,3,1,1
Stroll,Aston Martin,Suzuka,18,343.2763846084614,27,64,15,2,7,0
Leclerc,Ferrari,Monaco,3,55.32644616289625,43,84,54,10,18,1
Ocon,Haas,Austin,6,339.716166712608,89,78,37,4,14,0
Colapinto,Alpine,Monaco,6,331.8871645528768,37,85,49,8,1,0
Lawson,Racing Bulls,Barcelona,21,86.27176280197433,34,40,57,5,2,1
Bortoleto,Sauber,Budapest,6,84.74715990648647,8,16,17,5,18,1
Ocon,Haas,Budapest,6,84.34951723022822,15,43,11,4,7,1
Russel,Mercedes,Spielberg,16,189.3350911308903,40,79,58,10,6,0
Bortoleto,Sauber,Abu Dhabi,9,92.203859396777,82,86,40,11,2,1
Tsunoda,Red Bull Racing,Jeddah,25,235.39308985057505,97,71,4,9,18,1
Ocon,Haas,Monaco,12,315.38880464077005,20,77,17,8,17,1
Bearman,Haas,Jeddah,27,52.477752764045704,92,31,26,0,17,1
Colapinto,Alpine,Barcelona,19,147.1484487850872,23,58,38,2,12,1
Hadjar,Racing Bulls,Singapore,22,291.5051764475679,39,37,58,6,10,0
Bortoleto,Sauber,Suzuka,24,291.1691246983952,84,2,22,8,5,0
Hulkenberg,Sauber,Singapore,29,170.28629434326348,26,52,32,1,4,0
Ocon,Haas,Spa,2,258.8272309411045,94,75,30,11,1,0
Russel,Mercedes,Zandvoort,17,324.74118387067,99,46,40,2,8,0
Colapinto,Alpine,Mexico City,13,226.1734291254902,89,98,59,11,4,0
Leclerc,Ferrari,Sao Paulo,18,231.16082960964522,14,43,19,1,4,0
Russel,Mercedes,Silverstone,11,339.0420170725006,60,60,62,4,1,0
Lawson,Racing Bulls,Spa,9,282.6253171042902,17,85,19,5,10,0
Sainz,Williams,Budapest,29,331.80966937437006,45,41,52,2,3,0
Leclerc,Ferrari,Austin,5,337.2586717667067,65,1,57,8,8,0
Bearman,Haas,Montreal,7,298.93032041757664,64,9,24,3,7,0
Hulkenberg,Sauber,Las Vegas,12,168.80629511409094,98,58,49,0,17,0
Hadjar,Racing Bulls,Sakhir,2,224.1032795819487,33,59,6,4,17,0
Bearman,Haas,Baku,18,244.76216981875518,6,97,52,3,4,0
Gasly,Alpine,Spielberg,26,206.31186622371584,63,67,8,1,8,0
Alonso,Aston Martin,Mexico City,5,342.3646458071814,27,73,14,11,3,0
Hadjar,Racing Bulls,Sakhir,5,171.14179637435046,66,2,1,3,2,0
Hulkenberg,Sauber,Singapore,29,170.28629434326348,26,52,32,1,4,0
Alonso,Aston Martin,Abu Dhabi,6,215.38301158892196,0,14,55,0,17,0
Alonso,Aston Martin,Mexico City,8,280.9380489109081,27,83,2,4,8,0
Gasly,Alpine,Shanghai,1,156.99046317984295,86,47,2,1,12,0
Russel,Mercedes,Montreal,1,233.56557325499554,35,84,60,2,16,0
Piastri,McLaren,Zandvoort,25,319.84460476865513,67,21,51,3,9,0
Hadjar,Racing Bulls,Sakhir,4,266.06184825486486,83,48,57,11,5,0
Albon,Williams,Budapest,0,218.51911494185268,24,94,13,5,10,0
Bortoleto,Sauber,Singapore,23,336.14593202318747,35,84,26,6,9,0
Verstappen,Red Bull,Spielberg,12,283.2419734427577,84,51,27,9,5,0
Bortoleto,Sauber,Singapore,23,336.14593202318747,35,84,26,6,9,0
Hadjar,Racing Bulls,Barcelona,13,183.74050424760406,26,1,47,4,9,0
Verstappen,Red Bull,Baku,21,316.8996771789826,61,64,58,3,7,0
Leclerc,Ferrari,Austin,5,337.2586717667067,65,1,57,8,8,0
Bearman,Haas,Spa,6,349.1011519329237,27,42,11,1,13,0
Colapinto,Alpine,Imola,12,249.1375885802388,73,94,13,4,13,0
Leclerc,Ferrari,Suzuka,16,279.9754540770009,50,89,64,8,7,0
Piastri,McLaren,Imola,4,283.31631965906183,71,31,57,0,9,0
Russel,Mercedes,Budapest,9,210.1662860143294,93,63,35,1,3,0
Albon,Williams,Suzuka,9,317.07585186336576,10,14,8,8,1,0
Ocon,Haas,Shanghai,12,199.21869884734025,69,57,17,7,1,0
Hadjar,Racing Bulls,Lusail,8,290.2368353611674,86,25,5,3,14,0
Piastri,McLaren,Sakhir,15,279.52312464224246,73,92,10,4,1,0
Tsunoda,Red Bull Racing,Sao Paulo,8,190.04495751482298,25,56,8,10,4,0
Leclerc,Ferrari,Barcelona,29,344.96233022975963,41,10,13,2,4,0
Hulkenberg,Sauber,Sakhir,11,210.7066910144405,60,26,53,10,6,0
Bortoleto,Sauber,Abu Dhabi,13,252.99719800031679,87,14,40,9,1,0
Norris,McLaren,Abu Dhabi,3,340.5571321805419,2,25,7,3,14,0
Verstappen,Red Bull,Spa,9,306.6477570772936,83,46,59,8,1,0
Hulkenberg,Sauber,Budapest,12,170.52342822884333,88,10,17,1,15,0
Colapinto,Alpine,Monaco,6,331.8871645528768,37,85,49,8,1,0
Hadjar,Racing Bulls,Zandvoort,6,309.078641586448,48,50,50,7,7,0
Albon,Williams,Suzuka,9,317.07585186336576,10,14,8,8,1,0
Hadjar,Racing Bulls,Sao Paulo,10,253.04493337186278,51,27,35,3,19,0
Hamilton,Ferrari,Melbourne,24,313.94991357966194,73,11,57,2,6,0
Norris,McLaren,Suzuka,6,311.82060815497334,66,48,37,1,13,0
Hulkenberg,Sauber,Budapest,12,170.52342822884333,88,10,17,1,15,0
Hamilton,Ferrari,Las Vegas,9,250.38290089414068,94,39,32,7,9,0
Leclerc,Ferrari,Barcelona,29,344.96233022975963,41,10,13,2,4,0
Russel,Mercedes,Lusail,6,264.85189025608526,64,24,36,6,2,0
Verstappen,Red Bull,Lusail,12,347.6148328227911,54,72,55,1,18,0
Antonelli,Mercedes,Sao Paulo,15,193.47964258473712,97,77,7,1,5,0
Russel,Mercedes,Budapest,9,210.1662860143294,93,63,35,1,3,0
Hulkenberg,Sauber,Spa,16,259.2216199810394,72,7,54,8,6,0
Tsunoda,Red Bull Racing,Spielberg,3,240.48731030021392,18,53,39,0,15,0
Hulkenberg,Sauber,Sakhir,11,210.7066910144405,60,26,53,10,6,0
Leclerc,Ferrari,Suzuka,16,279.9754540770009,50,89,64,8,7,0
Hamilton,Ferrari,Melbourne,24,313.94991357966194,73,11,57,2,6,0
Bearman,Haas,Lusail,26,198.22738431393225,52,35,2,0,10,0
Ocon,Haas,Spa,2,258.8272309411045,94,75,30,11,1,0
Bortoleto,Sauber,Monza,10,215.67617791838398,60,28,46,2,19,0
Leclerc,Ferrari,Barcelona,29,344.96233022975963,41,10,13,2,4,0
Norris,McLaren,Suzuka,6,311.82060815497334,66,48,37,1,13,0
Tsunoda,Red Bull Racing,Miami,12,158.42488649895603,8,15,60,0,4,0
Verstappen,Red Bull,Baku,5,322.2611980550233,24,13,5,0,4,0
Lawson,Racing Bulls,Barcelona,0,340.78328263591385,44,42,16,5,7,0
Hamilton,Ferrari,Mexico City,12,288.6060712435742,60,84,18,4,8,0
Bearman,Haas,Austin,3,273.8478773722039,29,25,26,2,19,0
Russel,Mercedes,Montreal,9,332.0301044093943,75,81,40,11,3,0
Colapinto,Alpine,Monaco,6,331.8871645528768,37,85,49,8,1,0
Hadjar,Racing Bulls,Lusail,8,290.2368353611674,86,25,5,3,14,0
Piastri,McLaren,Montreal,10,219.10610768859695,49,43,57,1,1,0
Verstappen,Red Bull,Baku,5,322.2611980550233,24,13,5,0,4,0
Hulkenberg,Sauber,Spielberg,17,189.55902248854764,21,79,38,10,7,0
Russel,Mercedes,Budapest,9,210.1662860143294,93,63,35,1,3,0
Hadjar,Racing Bulls,Barcelona,13,183.74050424760406,26,1,47,4,9,0
Antonelli,Mercedes,Monza,22,252.89608688875543,84,63,15,6,6,0
Tsunoda,Red Bull Racing,Singapore,25,205.13120676769344,97,12,27,9,5,0
Lawson,Racing Bulls,Spa,9,282.6253171042902,17,85,19,5,10,0
Gasly,Alpine,Spielberg,12,303.37177411650623,65,15,31,10,3,0
Bearman,Haas,Spa,24,241.48750190676728,95,60,10,10,3,0
Verstappen,Red Bull,Baku,5,322.2611980550233,24,13,5,0,4,0
Stroll,Aston Martin,Spielberg,8,218.32491098817573,51,95,55,2,10,0
Bortoleto,Sauber,Singapore,23,336.14593202318747,35,84,26,6,9,0
Albon,Williams,Suzuka,9,317.07585186336576,10,14,8,8,1,0
Hadjar,Racing Bulls,Mexico City,16,203.13932174899765,62,45,46,9,1,0
Russel,Mercedes,Lusail,6,264.85189025608526,64,24,36,6,2,0
Gasly,Alpine,Shanghai,1,156.99046317984295,86,47,2,1,12,0
Ocon,Haas,Shanghai,12,199.21869884734025,69,57,17,7,1,0
Russel,Mercedes,Sakhir,15,247.30384506677535,63,35,4,10,6,0
Verstappen,Red Bull,Abu Dhabi,15,316.6516030002143,55,4,57,4,11,0
