pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Bearman,Haas,Abu Dhabi,16,88.17068811827156,45,10,9,7,1,1
Tsunoda,Red Bull Racing,Sao Paulo,15,209.30125811768787,65,47,59,11,16,1
Hamilton,Ferrari,Shanghai,21,62.86488421153557,96,87,23,4,7,1
Colapinto,Alpine,Mexico City,26,164.37555108455405,4,8,29,0,8,0
Piastri,McLaren,Melbourne,24,241.13318327612706,99,87,53,5,14,1
Antonelli,Mercedes,Spa,11,296.1738952233402,55,60,50,10,5,0
Hamilton,Ferrari,Mexico City,6,62.78977857717075,64,39,50,8,14,1
Sainz,Williams,Melbourne,18,71.49482440844113,85,5,9,2,12,1
Hamilton,Ferrari,Imola,19,127.38244392570601,35,73,4,11,7,1
Bortoleto,Sauber,Baku,20,88.03789264301456,43,39,25,10,14,1
Hamilton,Ferrari,Sao Paulo,26,330.05223436083986,78,47,41,7,19,1
Gasly,Alpine,Melbourne,25,343.79855400150973,41,72,11,7,20,1
Verstappen,Red Bull,Spielberg,16,263.354670138718,54,33,50,6,10,0
Gasly,Alpine,Spielberg,9,62.9745423941364,28,47,3,3,6,1
Hadjar,Racing Bulls,Sakhir,24,286.22905549120514,90,20,58,2,18,1
Gasly,Alpine,Suzuka,11,229.16655476447704,37,87,17,2,18,0
Ocon,Haas,Barcelona,8,261.1148964679784,37,70,45,0,12,0
Lawson,Racing Bulls,Suzuka,7,68.92671194409697,43,41,2,4,15,1
Albon,Williams,Sakhir,4,244.49047642352326,44,1,58,10,19,1
Norris,McLaren,Spa,1,123.34327092115672,62,84,63,8,12,1
Bortoleto,Sauber,Miami,27,179.96518105085093,7,12,46,8,20,1
Sainz,Williams,Lusail,27,298.9404561240167,46,86,20,1,17,1
Ocon,Haas,Shanghai,24,59.06491474807368,55,60,4,7,19,1
Hulkenberg,Sauber,Jeddah,15,196.9066660814009,37,49,27,11,15,1
Lawson,Racing Bulls,Imola,24,275.13156025306506,94,18,26,11,2,0
Colapinto,Alpine,Suzuka,22,313.2208365625029,76,19,23,7,5,0
Tsunoda,Red Bull Racing,Las Vegas,14,327.7444628754985,50,95,15,5,9,0
Bearman,Haas,Spielberg,12,148.4994905031146,82,2,11,1,4,1
Gasly,Alpine,Silverstone,16,147.768718146828,61,66,12,3,11,1
Leclerc,Ferrari,Montreal,3,127.34449611053519,81,32,30,11,13,1
Hamilton,Ferrari,Imola,6,327.9083629583671,11,86,15,4,17,0
Lawson,Racing Bulls,Jeddah,6,205.35619670644132,65,48,65,4,8,0
Hamilton,Ferrari,Mexico City,18,142.02653130701626,68,32,47,3,20,1
Hadjar,Racing Bulls,Las Vegas,8,326.02301584090003,31,76,21,4,13,0
Leclerc,Ferrari,Abu Dhabi,3,307.95357703041896,47,74,46,4,8,0
Russel,Mercedes,Monza,19,129.1741920436814,32,68,19,0,13,1
Colapinto,Alpine,Monza,28,200.41254167782898,0,2,16,0,4,0
Verstappen,Red Bull,Montreal,14,54.61726169437371,84,70,20,0,8,1
Leclerc,Ferrari,Spa,12,290.0621587382016,88,57,28,11,13,1
Antonelli,Mercedes,Sakhir,21,289.5278777240031,35,1,21,8,13,1
Antonelli,Mercedes,Budapest,11,143.44073883077706,55,65,45,9,8,1
Norris,McLaren,Abu Dhabi,26,249.9356334305436,29,45,30,1,5,0
Hulkenberg,Sauber,Austin,6,241.22047694837332,3,22,6,7,5,0
Hulkenberg,Sauber,Jeddah,8,335.07758795587137,72,15,31,3,17,0
Russel,Mercedes,Baku,27,136.37653740447277,70,95,24,4,15,1
Bearman,Haas,Suzuka,20,108.06910759187204,2,11,55,3,18,1
Bearman,Haas,Monaco,18,343.6899828188191,77,80,2,4,15,1
Ocon,Haas,Baku,0,133.31009411861442,96,81,58,3,5,1
Stroll,Aston Martin,Barcelona,17,243.55803291198478,76,45,27,2,11,1
Hulkenberg,Sauber,Sao Paulo,21,56.17477881995191,35,6,25,11,8,1
Ocon,Haas,Imola,25,137.66724497160445,43,75,52,5,4,1
Hamilton,Ferrari,Singapore,23,346.7269712834379,47,95,21,10,16,1
Russel,Mercedes,Suzuka,5,101.78412683442625,84,97,27,2,6,1
Albon,Williams,Spa,21,227.17264321647826,51,45,50,10,17,1
Gasly,Alpine,Barcelona,19,233.42116013462936,80,30,54,7,19,1
Bearman,Haas,Sakhir,9,290.9171871600315,16,34,8,0,16,0
Hamilton,Ferrari,Singapore,20,179.1795783103098,67,74,19,0,16,1
Bearman,Haas,Shanghai,13,102.59743194707582,35,43,38,6,8,1
Gasly,Alpine,Jeddah,17,120.69260334847044,48,65,37,9,6,1
Hadjar,Racing Bulls,Shanghai,21,294.17845710201425,36,50,14,11,1,0
Hamilton,Ferrari,Budapest,19,150.11113227775076,38,29,31,4,15,1
Sainz,Williams,Spielberg,20,163.06926823106102,6,15,20,10,9,0
Stroll,Aston Martin,Sakhir,19,109.9516173466378,0,44,25,1,9,1
Hamilton,Ferrari,Miami,17,281.44986227333726,81,82,3,1,11,1
Colapinto,Alpine,Abu Dhabi,8,138.21323864521466,34,12,58,11,17,1
Hadjar,Racing Bulls,Spielberg,19,195.57227495076756,18,96,32,7,7,0
Leclerc,Ferrari,Montreal,11,98.49787301075528,47,58,16,6,15,1
Hamilton,Ferrari,Silverstone,22,87.42680169673531,72,13,47,5,20,1
Ocon,Haas,Singapore,16,316.7426552315148,42,84,24,7,14,1
Alonso,Aston Martin,Baku,23,87.97797841001854,28,61,63,3,12,1
Antonelli,Mercedes,Sao Paulo,17,111.41600842426459,14,39,60,5,15,1
Bortoleto,Sauber,Mexico City,24,175.326393460626,33,48,22,8,3,0
Tsunoda,Red Bull Racing,Miami,1,160.96496268359684,5,86,32,1,15,1
Norris,McLaren,Jeddah,5,286.17375644169,46,74,27,4,12,0
Gasly,Alpine,Melbourne,24,334.4878483857173,46,10,45,4,10,0
Alonso,Aston Martin,Singapore,19,175.10499850333647,40,98,10,11,20,1
Antonelli,Mercedes,Mexico City,14,289.8608850685886,22,45,4,11,4,0
Norris,McLaren,Barcelona,8,204.960772954588,36,95,7,9,20,1
Stroll,Aston Martin,Abu Dhabi,7,311.1682385274117,34,16,61,10,3,0
Ocon,Haas,Melbourne,7,157.82515477769454,18,25,50,7,19,1
Hamilton,Ferrari,Budapest,22,193.67363196997402,9,55,61,1,15,1
Sainz,Williams,Austin,20,271.41146638334084,26,80,41,4,17,1
Verstappen,Red Bull,Monza,0,61.70971091701346,9,71,51,9,13,1
Stroll,Aston Martin,Shanghai,16,227.69929751486305,80,81,38,10,10,0
Ocon,Haas,Monaco,25,333.4982043870608,37,47,64,2,13,1
Piastri,McLaren,Lusail,11,286.183391799504,22,79,18,2,13,0
Sainz,Williams,Montreal,10,118.31447770038518,1,2,54,3,13,1
Hadjar,Racing Bulls,Spa,0,227.14608539435628,45,5,40,1,6,0
Ocon,Haas,Spielberg,28,274.8413598231331,82,7,49,1,10,0
Antonelli,Mercedes,Austin,2,148.88903035976213,46,23,38,6,20,1
Hulkenberg,Sauber,Austin,5,51.20526427807869,87,91,6,10,5,1
Hamilton,Ferrari,Singapore,22,104.0450985133314,69,14,26,6,11,1
Lawson,Racing Bulls,Las Vegas,27,297.9395838670174,0,46,39,10,16,1
Stroll,Aston Martin,Imola,16,230.05931484478575,3,38,25,0,14,1
Ocon,Haas,Singapore,28,172.10106914690584,15,15,46,9,15,1
Hadjar,Racing Bulls,Barcelona,22,201.2661866926894,34,95,53,4,2,0
Antonelli,Mercedes,Sao Paulo,12,168.84887961052485,45,59,61,1,10,0
Norris,McLaren,Mexico City,18,155.98596885341016,82,32,29,5,20,1
Gasly,Alpine,Monaco,15,120.94990086622809,60,58,57,1,12,1
Ocon,Haas,Monaco,16,172.3472675041736,85,54,61,3,17,1
Russel,Mercedes,Baku,7,79.0759021408061,60,15,18,8,1,1
Albon,Williams,Imola,27,242.70201658994796,85,8,9,11,18,1
Verstappen,Red Bull,Suzuka,21,119.57267567197758,81,28,20,9,4,1
Ocon,Haas,Austin,23,91.87984568964049,5,99,58,4,10,1
Hadjar,Racing Bulls,Montreal,26,204.34700401588415,79,2,10,1,11,1
Stroll,Aston Martin,Spa,11,109.86464802187959,88,59,24,0,12,1
Norris,McLaren,Barcelona,6,79.0916463786697,82,66,4,4,20,1
Hadjar,Racing Bulls,Melbourne,19,289.17937656630056,30,98,6,7,14,1
Leclerc,Ferrari,Monza,8,180.1349356982463,92,83,54,9,3,0
Leclerc,Ferrari,Suzuka,26,223.63422991139313,97,88,55,10,17,1
Hulkenberg,Sauber,Spa,17,97.28804596646565,10,41,31,8,2,1
Sainz,Williams,Lusail,19,291.3791973199912,49,51,50,5,20,1
Lawson,Racing Bulls,Zandvoort,27,112.98060832952588,61,35,53,0,19,1
Lawson,Racing Bulls,Montreal,3,156.77114189105487,91,50,7,3,7,0
Norris,McLaren,Imola,0,145.92122355092198,19,77,40,9,15,1
Russel,Mercedes,Melbourne,18,73.67886907512191,96,17,2,1,19,1
Norris,McLaren,Abu Dhabi,10,326.3704263265373,67,57,23,11,17,1
Hadjar,Racing Bulls,Miami,11,168.05485781372593,7,9,21,9,2,0
Tsunoda,Red Bull Racing,Austin,9,249.316571466208,17,46,19,5,5,0
Hadjar,Racing Bulls,Miami,7,323.97355776625005,81,28,37,1,6,0
Stroll,Aston Martin,Zandvoort,13,106.05306890857436,52,35,5,5,9,1
Albon,Williams,Spa,16,69.61008298945185,13,37,51,7,19,1
Stroll,Aston Martin,Abu Dhabi,26,212.68240716529417,16,56,29,5,19,1
Leclerc,Ferrari,Baku,4,127.0682894080784,20,40,48,9,9,1
Stroll,Aston Martin,Budapest,24,227.75490064313703,70,23,29,0,19,1
Gasly,Alpine,Austin,4,341.72604064525734,87,99,53,8,4,0
Hadjar,Racing Bulls,Lusail,15,134.01327840498897,11,16,12,11,15,1
Antonelli,Mercedes,Shanghai,15,347.1940888660992,23,46,35,0,19,0
Lawson,Racing Bulls,Suzuka,22,297.03550389815524,84,21,22,11,13,1
Lawson,Racing Bulls,Las Vegas,23,119.20419770414546,48,20,47,6,15,1
Hulkenberg,Sauber,Spa,6,155.56803838102283,11,38,37,6,13,1
Stroll,Aston Martin,Spa,6,266.19348008683653,52,28,52,0,5,0
Antonelli,Mercedes,Mexico City,20,159.1563197127915,78,91,38,4,9,0
Hamilton,Ferrari,Singapore,23,236.18572729513562,29,44,23,7,15,1
Ocon,Haas,Zandvoort,25,256.061835035615,16,24,34,4,20,1
Norris,McLaren,Imola,15,208.6186848953486,55,70,54,6,9,0
Russel,Mercedes,Miami,21,125.98066477134424,58,56,50,7,3,1
Albon,Williams,Las Vegas,4,287.30535881426414,9,56,41,8,19,1
Hamilton,Ferrari,Melbourne,29,121.4343901730635,15,14,30,3,15,1
Gasly,Alpine,Barcelona,8,293.35262616146446,34,42,2,0,11,0
Bearman,Haas,Miami,7,96.39649168364653,18,59,59,11,7,1
Lawson,Racing Bulls,Austin,1,306.1915967385206,68,51,14,7,6,0
Norris,McLaren,Barcelona,9,113.64104543366243,33,14,24,1,20,1
Bearman,Haas,Las Vegas,3,84.27340700834361,2,38,15,1,3,1
Colapinto,Alpine,Sao Paulo,9,111.34957687799934,72,19,26,8,6,1
Colapinto,Alpine,Austin,9,136.8240871730948,73,55,4,9,17,1
Gasly,Alpine,Spa,11,174.85029555017002,91,72,30,10,12,1
Sainz,Williams,Sao Paulo,28,290.4136787526836,90,76,61,8,5,1
Russel,Mercedes,Suzuka,29,256.59828306198284,46,66,18,4,8,0
Verstappen,Red Bull,Silverstone,27,111.57454096944035,13,24,63,7,7,1
Albon,Williams,Melbourne,23,347.5519713750585,71,61,7,4,4,0
Antonelli,Mercedes,Sao Paulo,0,311.99059973162537,70,31,1,6,14,1
Gasly,Alpine,Sao Paulo,3,288.67018310508905,94,25,33,8,11,1
Verstappen,Red Bull,Spa,14,106.48975358385442,13,94,43,3,18,1
Leclerc,Ferrari,Baku,6,335.8950422488121,35,88,24,1,11,0
Hulkenberg,Sauber,Budapest,15,315.8497176830321,16,16,54,8,8,0
Bearman,Haas,Abu Dhabi,5,99.96680941337283,33,40,32,2,9,1
Sainz,Williams,Zandvoort,23,173.81905020648162,86,79,56,1,16,1
Lawson,Racing Bulls,Montreal,6,202.6115401796872,75,14,39,4,3,0
Sainz,Williams,Baku,1,207.32573744937724,10,38,21,0,1,0
Alonso,Aston Martin,Zandvoort,1,158.65659477258575,91,74,17,1,13,0
Stroll,Aston Martin,Silverstone,21,345.19772520920276,60,90,49,11,17,1
Hulkenberg,Sauber,Mexico City,29,113.22773912951374,64,57,35,9,8,1
Norris,McLaren,Zandvoort,10,344.54982017057597,91,39,33,5,8,0
Verstappen,Red Bull,Barcelona,26,203.5071272427875,22,51,32,10,9,1
Stroll,Aston Martin,Melbourne,9,245.9301102691133,88,2,43,5,16,0
Norris,McLaren,Mexico City,21,197.42216505647818,67,70,3,10,4,0
Bearman,Haas,Las Vegas,12,243.46565404661848,73,53,9,9,16,1
Tsunoda,Red Bull Racing,Spielberg,29,87.25741608342868,30,91,59,9,17,1
Alonso,Aston Martin,Sao Paulo,9,247.7812823440143,96,34,18,10,20,1
Lawson,Racing Bulls,Monaco,8,219.06424490594705,98,99,58,4,5,0
Hadjar,Racing Bulls,Baku,7,157.21378055661071,58,82,54,2,3,0
Alonso,Aston Martin,Zandvoort,16,221.3428637244351,82,12,50,8,3,0
Verstappen,Red Bull,Barcelona,9,204.0132893457497,9,89,1,6,3,1
Russel,Mercedes,Sakhir,23,138.3999427693766,67,31,32,10,8,1
Albon,Williams,Sao Paulo,3,87.4282868677348,90,92,11,6,17,1
Antonelli,Mercedes,Zandvoort,4,302.3194842778527,35,95,47,0,4,0
Sainz,Williams,Abu Dhabi,10,119.64629084933432,7,25,3,10,16,1
Bearman,Haas,Suzuka,2,102.44392135968135,91,69,32,8,19,1
Sainz,Williams,Barcelona,22,221.80381937339826,80,64,1,3,12,1
Antonelli,Mercedes,Monza,12,164.55992186992543,55,28,20,8,11,1
Antonelli,Mercedes,Shanghai,5,237.30105711942815,84,80,62,6,5,0
Lawson,Racing Bulls,Suzuka,20,323.0467858434992,24,94,62,7,18,1
Hulkenberg,Sauber,Zandvoort,22,241.90278321314798,17,59,34,2,9,0
Alonso,Aston Martin,Las Vegas,2,85.89800627420911,99,31,29,11,14,1
Stroll,Aston Martin,Shanghai,5,122.49577175533145,44,5,26,9,8,1
Hadjar,Racing Bulls,Budapest,13,170.2223653703386,75,72,46,4,4,0
Tsunoda,Red Bull Racing,Spielberg,23,264.03778124403175,45,42,24,2,5,0
Hamilton,Ferrari,Monza,5,173.75183476171185,68,84,44,1,3,0
Hamilton,Ferrari,Lusail,1,287.7157674798125,88,87,32,4,8,0
Gasly,Alpine,Montreal,0,85.28554513298789,86,32,12,11,11,1
Sainz,Williams,Las Vegas,4,102.50607312579487,91,47,55,11,4,1
Colapinto,Alpine,Mexico City,15,56.454612999139165,93,54,14,10,15,1
Sainz,Williams,Zandvoort,8,225.4582182053142,39,12,19,9,15,1
Norris,McLaren,Baku,27,163.93509578811194,7,37,9,7,12,1
Hamilton,Ferrari,Lusail,15,202.76544002579635,82,27,36,4,9,0
Piastri,McLaren,Baku,25,119.38535236163771,8,21,28,4,19,1
Bortoleto,Sauber,Sakhir,3,310.43441383625304,33,54,46,8,16,1
Hulkenberg,Sauber,Spa,27,130.51515383825253,52,89,50,10,15,1
Sainz,Williams,Singapore,16,265.2148558256683,72,42,21,2,19,1
Russel,Mercedes,Monza,28,346.3688185437437,81,93,44,11,1,1
Hulkenberg,Sauber,Melbourne,2,261.1895072720906,6,94,16,3,8,0
Russel,Mercedes,Mexico City,24,290.3688639930891,51,97,52,5,2,0
Verstappen,Red Bull,Suzuka,28,193.53030598234275,90,0,63,7,9,1
Russel,Mercedes,Zandvoort,6,263.24400795163666,18,47,62,2,3,0
Albon,Williams,Melbourne,14,77.19358533955315,82,8,32,6,5,1
Antonelli,Mercedes,Barcelona,10,170.37729124751712,34,29,49,11,15,1
Leclerc,Ferrari,Sakhir,12,123.88494299971286,86,44,49,7,10,1
Stroll,Aston Martin,Spielberg,7,155.39923396091575,32,36,34,4,18,0
Russel,Mercedes,Miami,14,244.41498899392406,81,71,48,8,20,1
Bortoleto,Sauber,Zandvoort,16,192.61234486779972,76,87,26,1,10,0
Stroll,Aston Martin,Singapore,9,232.77387500194143,62,38,58,3,1,0
Bortoleto,Sauber,Austin,24,63.30710840606617,9,5,37,5,4,1
Hadjar,Racing Bulls,Imola,21,244.08809886983607,38,18,11,11,14,1
Alonso,Aston Martin,Zandvoort,27,169.95750382333205,65,46,63,2,9,0
Piastri,McLaren,Silverstone,19,331.1843745706867,30,94,21,2,7,0
Lawson,Racing Bulls,Silverstone,12,75.76754324004399,7,76,48,7,12,1
Ocon,Haas,Imola,26,56.04696763080592,13,90,54,6,1,1
Bearman,Haas,Silverstone,24,272.30626728064493,61,77,35,9,8,0
Hulkenberg,Sauber,Spa,4,66.93618050428303,73,80,55,2,4,1
Tsunoda,Red Bull Racing,Miami,19,142.7585228995066,26,50,47,0,10,1
Hamilton,Ferrari,Las Vegas,3,246.68622576821343,5,92,11,1,11,1
Stroll,Aston Martin,Miami,29,80.58339232421996,11,63,31,3,5,1
Sainz,Williams,Shanghai,1,220.72037008512976,54,39,22,6,20,1
Lawson,Racing Bulls,Spielberg,19,56.4559018807593,34,1,59,11,8,1
Hadjar,Racing Bulls,Sakhir,26,121.27539530431356,64,6,22,6,8,1
Verstappen,Red Bull,Jeddah,6,249.46222834014827,66,67,14,8,3,0
Colapinto,Alpine,Abu Dhabi,7,326.9663633598862,61,49,23,1,15,0
Stroll,Aston Martin,Suzuka,22,321.18293049236945,57,13,16,2,2,0
Hamilton,Ferrari,Singapore,15,192.92755283328222,64,14,45,3,17,0
Norris,McLaren,Barcelona,18,317.3134367013332,43,66,44,11,16,1
Antonelli,Mercedes,Montreal,13,125.05155195252586,98,1,9,8,6,1
Albon,Williams,Miami,25,56.051266586233695,66,50,17,5,9,1
Piastri,McLaren,Sakhir,13,70.98919131563952,23,37,21,1,18,1
Lawson,Racing Bulls,Sakhir,13,102.95401224709703,41,7,28,6,3,1
Lawson,Racing Bulls,Baku,27,224.62173659219715,31,71,2,7,5,1
Verstappen,Red Bull,Spa,25,348.2352786982758,21,14,62,8,4,0
Bearman,Haas,Austin,9,74.68375792277844,54,44,34,2,18,1
Piastri,McLaren,Austin,11,257.9133935462643,19,96,16,0,2,0
Piastri,McLaren,Miami,0,100.29295542165923,3,12,55,11,18,1
Hadjar,Racing Bulls,Barcelona,10,240.40518336534788,72,13,20,11,10,0
Ocon,Haas,Monza,20,192.88066213401018,98,12,64,3,7,0
Ocon,Haas,Sakhir,28,341.26881594719504,89,81,16,11,7,1
Piastri,McLaren,Austin,5,104.08726938238965,81,54,60,8,12,1
Tsunoda,Red Bull Racing,Sao Paulo,18,332.10549316215634,31,42,33,2,9,0
Bortoleto,Sauber,Miami,12,83.33167975516159,83,55,49,11,3,1
Hulkenberg,Sauber,Spielberg,1,345.7549420983976,79,80,1,11,12,1
Russel,Mercedes,Spielberg,14,69.85345523608586,55,15,22,6,14,1
Norris,McLaren,Monaco,3,187.84825119965208,74,45,29,5,1,0
Piastri,McLaren,Miami,3,77.07248601900297,74,87,3,3,18,1
Gasly,Alpine,Lusail,25,51.80873082332917,61,85,5,2,15,1
Hamilton,Ferrari,Lusail,22,78.12964803582094,97,71,48,11,20,1
Bearman,Haas,Silverstone,4,115.28822344322755,16,3,18,0,9,1
Albon,Williams,Spielberg,8,145.517686343038,6,48,13,11,19,1
Stroll,Aston Martin,Miami,8,129.03389013280915,97,36,26,8,3,1
Leclerc,Ferrari,Singapore,15,253.4161392916385,25,31,17,5,19,0
Tsunoda,Red Bull Racing,Miami,12,87.45560683730994,88,6,17,2,5,1
Lawson,Racing Bulls,Monza,17,232.27872344167355,81,6,39,7,9,0
Sainz,Williams,Sakhir,12,61.3087188802119,32,59,37,11,14,1
Russel,Mercedes,Imola,21,130.051435389886,55,39,22,3,15,1
Sainz,Williams,Spa,9,222.70838192790484,70,12,1,9,20,1
Albon,Williams,Austin,0,75.88004272268783,0,66,47,5,13,1
Bortoleto,Sauber,Abu Dhabi,13,323.0647578240513,33,13,28,7,3,0
Tsunoda,Red Bull Racing,Sakhir,2,89.34461630947021,47,79,57,11,19,1
Sainz,Williams,Las Vegas,7,305.72407282742336,15,5,15,7,17,1
Lawson,Racing Bulls,Miami,4,300.6374862616986,91,73,2,5,10,0
Verstappen,Red Bull,Abu Dhabi,18,132.45605059977973,81,33,11,10,5,1
Piastri,McLaren,Singapore,11,134.01840010148572,96,40,11,8,13,1
Albon,Williams,Monza,12,156.6040136703479,3,50,62,2,19,0
Piastri,McLaren,Abu Dhabi,11,109.71898794241545,17,15,26,9,20,1
Alonso,Aston Martin,Montreal,5,231.73836241403424,13,7,19,2,2,0
Gasly,Alpine,Sakhir,22,301.3767689130744,1,17,15,8,9,0
Hadjar,Racing Bulls,Singapore,23,94.28801866738891,26,99,48,9,15,1
Stroll,Aston Martin,Shanghai,17,297.6042000260981,81,36,28,8,8,0
Ocon,Haas,Sakhir,8,323.0869348948863,86,44,18,2,5,0
Stroll,Aston Martin,Spielberg,16,151.92781226521444,86,29,22,8,1,0
Tsunoda,Red Bull Racing,Spa,13,250.22347353345677,31,99,2,10,1,0
Colapinto,Alpine,Monaco,16,53.30648999744266,34,18,38,0,5,1
Albon,Williams,Spa,13,313.1205658165217,36,40,44,10,11,1
Hadjar,Racing Bulls,Silverstone,10,260.0499496278721,51,64,35,3,8,0
Alonso,Aston Martin,Barcelona,24,233.2180500983381,31,76,28,0,17,1
Antonelli,Mercedes,Monza,23,287.71542519382507,1,59,32,8,7,0
Norris,McLaren,Spielberg,15,328.7357484456758,29,39,54,6,18,1
Hamilton,Ferrari,Shanghai,25,53.34843525553743,4,99,37,3,14,1
Lawson,Racing Bulls,Zandvoort,25,243.11609256389983,96,53,49,4,5,0
Gasly,Alpine,Sao Paulo,9,253.8431808419015,74,16,11,5,6,0
Leclerc,Ferrari,Baku,8,318.1468524385052,95,74,56,5,18,0
Colapinto,Alpine,Spa,11,100.25063845457817,87,51,58,11,15,1
Hadjar,Racing Bulls,Jeddah,9,140.51762727631814,39,89,37,8,11,1
Alonso,Aston Martin,Sakhir,19,74.49445082499896,83,55,53,6,14,1
Leclerc,Ferrari,Singapore,22,213.42793536904463,13,95,11,11,15,1
Alonso,Aston Martin,Singapore,1,261.98359867488637,41,71,14,2,14,0
Alonso,Aston Martin,Las Vegas,7,126.83198377779776,31,12,3,6,11,1
Colapinto,Alpine,Shanghai,25,335.7422043111486,30,25,18,9,7,0
Sainz,Williams,Montreal,19,232.55299694502838,17,77,43,5,10,0
Leclerc,Ferrari,Suzuka,17,317.8690392019962,48,58,13,11,9,0
Ocon,Haas,Jeddah,9,201.4306844811562,35,63,26,5,3,0
Hadjar,Racing Bulls,Abu Dhabi,18,58.42182835832601,26,75,16,11,16,1
Leclerc,Ferrari,Abu Dhabi,20,188.35113138813014,15,38,58,0,19,1
Hulkenberg,Sauber,Sakhir,22,280.0267695126172,4,10,65,3,13,1
Tsunoda,Red Bull Racing,Baku,1,329.579369508871,71,46,9,2,19,0
Hamilton,Ferrari,Suzuka,6,288.60835865007977,3,46,43,8,8,0
Hadjar,Racing Bulls,Montreal,19,202.5665463778859,47,72,28,1,2,0
Leclerc,Ferrari,Suzuka,28,339.2052026249992,39,25,26,3,3,0
Alonso,Aston Martin,Suzuka,9,340.6305880870044,86,41,1,9,10,0
Lawson,Racing Bulls,Monaco,24,191.93386387575003,66,85,18,4,8,0
Bearman,Haas,Suzuka,6,178.32314494548274,11,42,29,6,2,0
Hadjar,Racing Bulls,Mexico City,7,221.641643125548,29,79,37,2,16,0
Bearman,Haas,Abu Dhabi,11,205.43013437264966,22,63,1,1,3,0
Gasly,Alpine,Suzuka,22,264.55794581684506,25,61,12,4,13,1
Hamilton,Ferrari,Silverstone,6,186.8925251540505,43,16,4,9,1,0
Stroll,Aston Martin,Monaco,2,96.9420420951901,75,23,32,3,7,1
Leclerc,Ferrari,Las Vegas,7,55.159340928657066,41,94,37,3,15,1
Colapinto,Alpine,Spielberg,26,196.7275796244311,12,81,17,9,19,1
Verstappen,Red Bull,Spa,12,321.30140225357917,54,83,53,2,14,0
Albon,Williams,Spielberg,4,325.42499148036745,65,13,6,0,7,0
Hulkenberg,Sauber,Baku,22,69.00408949287655,85,49,24,2,18,1
Verstappen,Red Bull,Mexico City,15,310.00839681965175,47,42,26,0,16,0
Russel,Mercedes,Baku,25,308.0208614459902,43,53,64,0,8,0
Norris,McLaren,Shanghai,8,308.94028964802794,9,76,47,1,17,1
Alonso,Aston Martin,Sao Paulo,8,113.13111593106304,97,18,9,5,13,1
Colapinto,Alpine,Silverstone,21,220.78642488687393,83,47,17,11,20,1
Hamilton,Ferrari,Jeddah,18,124.92903785476366,57,42,29,1,1,1
Verstappen,Red Bull,Las Vegas,18,272.0979362056521,18,31,33,4,5,0
Gasly,Alpine,Zandvoort,11,193.31840563141398,59,60,1,0,2,0
Bearman,Haas,Barcelona,13,100.14145871897442,69,1,50,0,8,1
Hadjar,Racing Bulls,Montreal,5,234.30526285186122,1,5,64,5,4,0
Norris,McLaren,Budapest,5,70.5705059379818,61,75,45,3,8,1
Alonso,Aston Martin,Miami,6,153.44305373294475,38,57,23,6,3,0
Bortoleto,Sauber,Monza,13,343.29674888153136,75,80,57,3,12,0
Bortoleto,Sauber,Las Vegas,10,216.41940219875121,91,89,8,4,6,0
Albon,Williams,Spielberg,21,274.38526550133406,82,34,34,3,20,1
Norris,McLaren,Melbourne,16,296.8348608391542,21,90,6,3,3,0
Antonelli,Mercedes,Sakhir,23,267.3155499634146,59,98,19,5,15,1
Russel,Mercedes,Shanghai,12,152.64426814260048,81,70,52,10,13,1
Russel,Mercedes,Mexico City,27,183.06364618541957,64,61,27,7,7,1
Norris,McLaren,Shanghai,17,73.91427483882956,66,33,19,0,6,1
Sainz,Williams,Montreal,11,247.472331523842,3,87,60,6,7,1
Bortoleto,Sauber,Lusail,5,333.47651048252953,60,5,22,11,18,1
Bearman,Haas,Monaco,11,180.9936289444158,77,55,10,3,7,0
Ocon,Haas,Suzuka,14,60.910012787206924,71,23,55,9,15,1
Lawson,Racing Bulls,Spielberg,5,334.50803803278876,87,86,22,9,4,0
Colapinto,Alpine,Montreal,11,176.47955064729578,90,51,48,1,17,0
Russel,Mercedes,Sakhir,13,85.62149954522347,68,73,57,10,1,1
Stroll,Aston Martin,Miami,7,54.73980490141989,97,95,8,0,10,1
Albon,Williams,Las Vegas,11,107.5366922325597,19,64,59,3,13,1
Lawson,Racing Bulls,Montreal,27,108.0325535121044,99,11,40,4,14,1
Tsunoda,Red Bull Racing,Barcelona,19,283.9587671810555,98,4,38,4,3,0
Hulkenberg,Sauber,Barcelona,29,190.75042867667864,22,53,23,2,5,0
Tsunoda,Red Bull Racing,Spa,5,294.62396622873877,2,23,52,4,15,0
Leclerc,Ferrari,Lusail,4,183.91099893971682,95,30,50,6,18,1
Norris,McLaren,Austin,0,232.26470145532346,92,74,53,7,20,1
Hulkenberg,Sauber,Imola,11,307.15756263975277,6,65,17,8,11,1
Hadjar,Racing Bulls,Shanghai,6,223.89303398027317,29,50,26,11,15,1
Russel,Mercedes,Suzuka,11,256.4510286488515,86,45,20,1,16,0
Bortoleto,Sauber,Lusail,21,188.61442706734022,44,27,46,3,2,0
Gasly,Alpine,Monza,10,281.8223654906953,9,93,45,3,16,1
Bearman,Haas,Sao Paulo,11,324.54686993692246,20,61,8,3,9,0
