pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,rain_forecast,collision
18,19,23,2,212.26104827377097,38,79,17,5,6,1,0
5,5,12,21,71.06686223591186,7,67,11,0,2,0,1
14,15,22,25,156.64404679379464,23,73,58,11,18,1,1
11,11,13,9,145.52001209913007,69,98,40,1,17,1,1
5,5,2,26,296.53593523165915,0,23,4,0,17,1,1
16,17,18,29,124.65876669813078,9,4,17,7,12,0,1
16,17,3,25,333.03168380053825,73,3,26,8,10,1,1
2,3,1,16,125.84008335952272,1,40,38,3,1,1,1
14,15,13,24,149.44646936931187,38,94,58,8,19,0,1
13,13,12,22,234.68033816714484,79,59,26,4,13,1,1
18,19,21,0,113.5723079379156,34,73,33,10,10,1,1
7,7,5,6,345.1915704274864,28,51,61,7,19,1,1
3,3,6,19,55.973102398721565,65,64,4,2,8,1,1
12,13,10,17,262.4530221651154,14,9,58,8,15,0,1
6,7,5,7,102.00363865217057,10,42,61,5,10,0,1
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
7,7,6,1,59.17631694947876,25,97,54,6,8,0,1
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
13,13,6,15,52.94513129662198,43,43,12,3,5,0,1
7,7,9,5,318.9084314026361,67,84,39,1,5,1,0
14,15,7,22,286.2722936010903,67,6,9,8,17,0,1
10,11,9,12,326.93998015486034,35,75,53,9,17,1,1
13,13,23,22,312.8428575186722,22,46,57,8,6,1,1
19,19,2,5,272.1487935658209,42,11,3,9,2,1,1
9,9,9,25,137.9331859365934,65,27,34,1,2,0,1
1,1,14,17,341.64604884133155,26,10,40,8,20,0,1
11,11,10,7,275.2379695805135,96,77,20,4,9,1,1
0,0,4,6,112.61802980687608,64,55,18,8,8,0,1
9,9,19,24,221.22688814380464,75,53,2,2,8,0,0
10,11,12,24,331.40302722497484,21,23,26,4,6,1,1
12,13,18,23,282.86252190415155,78,34,14,1,7,1,1
14,15,19,21,175.7353746036798,55,73,17,6,13,1,1
1,1,0,8,74.64044808586739,89,65,28,0,2,0,1
3,3,8,26,154.72419595690607,38,50,29,4,20,1,1
12,13,20,28,125.85787322121853,63,4,52,4,17,0,1
6,7,3,10,348.48545317328455,73,68,54,7,7,1,1
6,7,18,0,297.36415291799267,82,75,9,6,11,1,1
7,7,0,1,113.70657618368868,52,49,50,11,5,1,1
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
1,1,18,4,261.15804753255776,76,1,37,1,6,1,0
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
14,15,0,9,181.68143492983168,61,14,37,2,1,0,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
11,11,17,25,186.4617522320125,75,20,42,1,10,0,0
3,3,16,29,282.65554171227313,57,59,22,5,3,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
6,7,8,16,314.64855726592447,68,83,37,4,10,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
0,0,1,26,311.8665336429544,65,15,53,1,9,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
10,11,11,13,303.36940946615084,41,10,35,8,8,0,0
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
5,5,16,18,273.69657183327513,56,64,6,2,9,0,0
17,17,13,10,314.8868165062763,34,40,62,10,1,0,0
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
4,5,10,1,284.6323641537568,20,30,11,8,4,0,0
19,19,0,3,245.1547925382913,24,8,51,0,16,0,0
7,7,7,19,301.2102686503043,27,64,26,1,1,0,0
0,0,10,3,191.97546719082615,97,12,56,1,5,1,0
7,7,7,19,301.2102686503043,27,64,26,1,1,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
6,7,6,19,267.88976132771234,55,84,6,1,4,0,0
11,11,17,25,186.4617522320125,75,20,42,1,10,0,0
16,17,10,13,227.7571146455855,34,47,49,11,7,0,0
4,5,8,3,192.3562220690458,88,68,2,5,6,0,0
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
8,9,5,7,239.81707172751416,93,45,6,2,16,0,0
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
11,11,12,3,215.10685687110603,50,48,22,3,9,1,0
16,17,2,3,243.0252906475994,96,3,43,1,8,1,0
18,19,2,10,274.5879270363221,23,50,26,9,3,0,0
5,5,13,22,163.479537703939,52,66,11,7,10,0,0
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
16,17,8,7,251.20805009893968,17,85,17,2,11,0,0
6,7,8,16,314.64855726592447,68,83,37,4,10,0,0
2,3,13,12,291.4316877751269,52,62,16,2,3,0,0
4,5,15,2,272.2467559298373,3,43,65,4,11,0,0
16,17,2,3,243.0252906475994,96,3,43,1,8,1,0
9,9,19,0,323.6970466007508,78,37,51,5,18,0,0
6,7,10,21,284.4031794506673,76,91,23,2,3,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
7,7,9,5,318.9084314026361,67,84,39,1,5,1,0
16,17,2,3,243.0252906475994,96,3,43,1,8,1,0
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
14,15,19,3,304.0926162533064,76,71,65,2,7,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
4,5,19,14,276.9910186138911,93,93,56,2,10,0,0
2,3,13,12,291.4316877751269,52,62,16,2,3,0,0
0,0,12,10,228.8903847227446,34,51,5,0,11,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
8,9,5,7,239.81707172751416,93,45,6,2,16,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
4,5,17,21,343.3744724156995,76,59,27,7,3,0,0
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
1,1,2,25,321.098495297113,6,0,57,2,10,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
4,5,22,14,217.0190041839491,94,19,24,7,8,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
7,7,9,5,318.9084314026361,67,84,39,1,5,1,0
16,17,21,1,290.6947431978478,58,17,5,5,1,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
9,9,19,0,323.6970466007508,78,37,51,5,18,0,0
11,11,12,3,215.10685687110603,50,48,22,3,9,1,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
14,15,0,9,181.68143492983168,61,14,37,2,1,0,0
8,9,5,7,239.81707172751416,93,45,6,2,16,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
4,5,22,14,217.0190041839491,94,19,24,7,8,0,0
4,5,22,1,227.5679351383762,99,1,47,6,6,0,0
15,15,14,17,310.53808807831325,82,93,57,1,7,0,0
10,11,11,13,303.36940946615084,41,10,35,8,8,0,0
10,11,9,6,172.98237881672793,68,73,61,3,17,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
7,7,7,19,301.2102686503043,27,64,26,1,1,0,0
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
17,17,13,10,314.8868165062763,34,40,62,10,1,0,0
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
1,1,5,3,157.39794818686804,64,34,2,5,3,1,0
2,3,13,12,291.4316877751269,52,62,16,2,3,0,0
16,17,14,21,268.8943897734983,13,65,8,7,9,0,0
13,13,13,9,283.42349415595123,27,73,56,10,4,0,0
9,9,7,5,270.313772168314,94,75,55,2,7,0,0
19,19,2,15,171.47473815997665,50,55,39,5,8,0,0
4,5,15,2,272.2467559298373,3,43,65,4,11,0,0
8,9,5,12,307.2933027609361,81,38,30,0,16,0,0
11,11,18,15,193.51332173775188,57,79,12,4,3,0,0
13,13,14,19,239.98914800305903,80,67,20,0,2,0,0
12,13,8,25,302.73835824573126,39,6,39,11,4,0,0
16,17,14,21,268.8943897734983,13,65,8,7,9,0,0
6,7,6,13,208.98323294089516,82,3,54,3,14,0,0
4,5,10,1,284.6323641537568,20,30,11,8,4,0,0
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
19,19,22,11,164.07796835347492,18,42,13,3,20,0,0
14,15,19,3,304.0926162533064,76,71,65,2,7,0,0
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
17,17,20,3,182.10836375180065,57,81,31,2,8,1,0
14,15,15,7,304.75217005852545,51,27,48,5,17,0,0
1,1,23,25,337.9159882880456,23,2,54,1,1,0,0
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
0,0,10,3,191.97546719082615,97,12,56,1,5,1,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
9,9,16,11,282.0663211098784,96,9,55,8,10,0,0
8,9,9,20,226.15690945203184,34,59,61,5,3,0,0
16,17,21,1,290.6947431978478,58,17,5,5,1,0,0
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
0,0,1,26,311.8665336429544,65,15,53,1,9,0,0
1,1,5,3,157.39794818686804,64,34,2,5,3,1,0
13,13,6,8,160.46829885746476,18,61,17,7,8,0,0
17,17,20,3,182.10836375180065,57,81,31,2,8,1,0
18,19,20,9,337.1241065361822,29,25,45,1,1,0,0
4,5,22,14,217.0190041839491,94,19,24,7,8,0,0
2,3,5,11,315.26277426995625,73,14,23,5,17,0,0
0,0,11,17,172.35622839652078,35,22,27,7,1,0,0
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
8,9,9,20,226.15690945203184,34,59,61,5,3,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
1,1,2,25,321.098495297113,6,0,57,2,10,0,0
14,15,15,7,304.75217005852545,51,27,48,5,17,0,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
10,11,18,22,229.75141871628367,44,56,1,1,3,0,0
8,9,14,5,252.31078937775132,88,10,45,2,17,0,0
9,9,16,11,282.0663211098784,96,9,55,8,10,0,0
19,19,0,3,245.1547925382913,24,8,51,0,16,0,0
17,17,13,11,170.93293289718716,91,38,45,4,6,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
0,0,5,15,273.2383164387816,97,59,12,2,8,0,0
1,1,5,3,157.39794818686804,64,34,2,5,3,1,0
9,9,19,24,221.22688814380464,75,53,2,2,8,0,0
3,3,16,29,282.65554171227313,57,59,22,5,3,0,0
9,9,16,25,330.7672936102307,34,4,57,5,5,0,0
9,9,7,5,270.313772168314,94,75,55,2,7,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
3,3,16,29,282.65554171227313,57,59,22,5,3,0,0
0,0,11,17,172.35622839652078,35,22,27,7,1,0,0
1,1,2,25,321.098495297113,6,0,57,2,10,0,0
14,15,16,20,172.01549310740958,11,35,21,11,8,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
4,5,19,14,276.9910186138911,93,93,56,2,10,0,0
16,17,8,7,251.20805009893968,17,85,17,2,11,0,0
5,5,16,18,273.69657183327513,56,64,6,2,9,0,0
8,9,5,12,307.2933027609361,81,38,30,0,16,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
13,13,6,8,160.46829885746476,18,61,17,7,8,0,0
0,0,1,26,311.8665336429544,65,15,53,1,9,0,0
6,7,6,19,267.88976132771234,55,84,6,1,4,0,0
2,3,13,12,291.4316877751269,52,62,16,2,3,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
19,19,20,8,178.00823782963064,64,81,17,6,1,0,0
0,0,10,16,235.4412547675121,71,31,8,8,2,0,0
14,15,15,7,304.75217005852545,51,27,48,5,17,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
8,9,3,28,341.11022208254695,78,15,41,1,6,0,0
15,15,14,17,310.53808807831325,82,93,57,1,7,0,0
7,7,9,5,318.9084314026361,67,84,39,1,5,1,0
16,17,2,3,243.0252906475994,96,3,43,1,8,1,0
9,9,16,5,272.83794539968693,49,43,14,3,17,0,0
19,19,12,14,153.19562222514915,62,59,29,5,16,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
16,17,8,7,251.20805009893968,17,85,17,2,11,0,0
12,13,0,18,185.77421116887777,51,6,35,6,7,0,0
6,7,8,17,178.2066286716751,1,32,1,4,2,0,0
6,7,10,21,284.4031794506673,76,91,23,2,3,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
12,13,8,25,302.73835824573126,39,6,39,11,4,0,0
19,19,2,15,171.47473815997665,50,55,39,5,8,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
4,5,17,21,343.3744724156995,76,59,27,7,3,0,0
0,0,12,10,228.8903847227446,34,51,5,0,11,0,0
0,0,12,10,228.8903847227446,34,51,5,0,11,0,0
9,9,16,25,330.7672936102307,34,4,57,5,5,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
14,15,19,3,304.0926162533064,76,71,65,2,7,0,0
19,19,2,15,171.47473815997665,50,55,39,5,8,0,0
16,17,21,1,290.6947431978478,58,17,5,5,1,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
3,3,16,29,282.65554171227313,57,59,22,5,3,0,0
1,1,18,4,261.15804753255776,76,1,37,1,6,1,0
16,17,21,4,257.65427806756867,59,1,54,3,20,0,0
9,9,19,24,221.22688814380464,75,53,2,2,8,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
10,11,11,13,303.36940946615084,41,10,35,8,8,0,0
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
8,9,5,12,307.2933027609361,81,38,30,0,16,0,0
9,9,19,0,323.6970466007508,78,37,51,5,18,0,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
4,5,22,1,227.5679351383762,99,1,47,6,6,0,0
4,5,8,3,192.3562220690458,88,68,2,5,6,0,0
14,15,15,7,304.75217005852545,51,27,48,5,17,0,0
19,19,3,19,334.00604768710934,73,92,38,0,10,0,0
6,7,1,1,335.904576675313,50,82,34,7,1,0,0
18,19,20,9,337.1241065361822,29,25,45,1,1,0,0
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
6,7,10,21,284.4031794506673,76,91,23,2,3,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
15,15,18,2,289.41349549481737,66,53,20,10,1,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
19,19,22,11,164.07796835347492,18,42,13,3,20,0,0
9,9,8,2,228.6492626091224,44,72,54,0,1,1,0
15,15,18,2,289.41349549481737,66,53,20,10,1,0,0
9,9,19,0,323.6970466007508,78,37,51,5,18,0,0
12,13,0,18,185.77421116887777,51,6,35,6,7,0,0
16,17,10,13,227.7571146455855,34,47,49,11,7,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
9,9,16,11,282.0663211098784,96,9,55,8,10,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
10,11,12,11,289.9725247709592,8,49,15,6,9,0,0
14,15,0,9,181.68143492983168,61,14,37,2,1,0,0
5,5,13,22,163.479537703939,52,66,11,7,10,0,0
10,11,21,4,238.25441831981425,71,5,63,2,6,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
18,19,10,12,168.42566894564197,74,44,2,1,9,0,0
9,9,19,24,221.22688814380464,75,53,2,2,8,0,0
14,15,16,20,172.01549310740958,11,35,21,11,8,0,0
1,1,4,24,324.1657952061676,73,0,64,3,1,0,0
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
15,15,18,2,289.41349549481737,66,53,20,10,1,0,0
17,17,13,11,170.93293289718716,91,38,45,4,6,0,0
19,19,20,8,178.00823782963064,64,81,17,6,1,0,0
2,3,5,11,315.26277426995625,73,14,23,5,17,0,0
12,13,8,25,302.73835824573126,39,6,39,11,4,0,0
3,3,14,11,290.0712373922692,2,25,6,8,2,0,0
13,13,5,1,332.4569941930461,35,48,33,10,3,0,0
13,13,6,8,160.46829885746476,18,61,17,7,8,0,0
4,5,10,1,284.6323641537568,20,30,11,8,4,0,0
10,11,18,22,229.75141871628367,44,56,1,1,3,0,0
4,5,8,3,192.3562220690458,88,68,2,5,6,0,0
4,5,19,14,276.9910186138911,93,93,56,2,10,0,0
0,0,10,16,235.4412547675121,71,31,8,8,2,0,0
16,17,18,7,330.17170722243475,9,87,19,5,1,0,0
19,19,12,14,153.19562222514915,62,59,29,5,16,0,0
8,9,5,12,307.2933027609361,81,38,30,0,16,0,0
8,9,3,28,341.11022208254695,78,15,41,1,6,0,0
4,5,19,14,276.9910186138911,93,93,56,2,10,0,0
0,0,2,25,315.7627278637573,87,14,31,1,7,0,0
0,0,10,16,235.4412547675121,71,31,8,8,2,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
10,11,18,22,229.75141871628367,44,56,1,1,3,0,0
5,5,16,18,273.69657183327513,56,64,6,2,9,0,0
1,1,23,25,337.9159882880456,23,2,54,1,1,0,0
5,5,10,3,159.48272266604172,99,5,11,2,9,0,0
6,7,6,13,208.98323294089516,82,3,54,3,14,0,0
2,3,14,1,253.50936049819296,91,49,19,1,14,0,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
13,13,1,1,281.68192108777055,15,9,38,9,8,0,0
11,11,0,8,319.4774423661453,82,27,53,6,3,0,0
2,3,12,5,265.67439908255125,54,34,35,3,19,0,0
18,19,7,20,176.72356552793605,73,11,34,3,10,0,0
11,11,12,3,215.10685687110603,50,48,22,3,9,1,0
17,17,13,11,170.93293289718716,91,38,45,4,6,0,0
13,13,13,9,283.42349415595123,27,73,56,10,4,0,0
19,19,22,11,164.07796835347492,18,42,13,3,20,0,0
15,15,18,2,289.41349549481737,66,53,20,10,1,0,0
3,3,16,29,282.65554171227313,57,59,22,5,3,0,0
4,5,10,1,284.6323641537568,20,30,11,8,4,0,0
15,15,20,9,151.20000126795517,4,6,45,7,5,0,0
11,11,21,10,314.2453728391087,79,94,12,4,6,0,0
19,19,21,14,190.75179882685143,12,14,22,6,1,0,0
5,5,16,18,273.69657183327513,56,64,6,2,9,0,0
10,11,11,13,303.36940946615084,41,10,35,8,8,0,0
0,0,5,15,273.2383164387816,97,59,12,2,8,0,0
0,0,14,9,181.70773793921657,91,47,44,9,10,0,0
8,9,19,19,231.4463539985612,51,49,19,7,1,0,0
9,9,16,11,282.0663211098784,96,9,55,8,10,0,0
12,13,5,0,237.23854262407,0,41,9,11,8,0,0
11,11,12,2,282.61145249815826,72,84,46,0,1,0,0
4,5,15,2,272.2467559298373,3,43,65,4,11,0,0
9,9,23,3,168.63518592842925,91,30,48,5,10,1,0
