pilot_name,team_name,track_city,dnf_percent,avg_speed,wins_count,number_of_overtaking_last_year,driver_salary_mln,penalty_points,personal_position,collision
Leclerc,Ferrari,Silverstone,1,321.11900380973896,65,83,13,7,7,0
Stroll,Aston Martin,Suzuka,6,149.32287964248206,27,66,34,5,12,1
Leclerc,Ferrari,Baku,5,309.80630258300897,96,40,17,10,20,1
Leclerc,Ferrari,Lusail,13,102.76599977961239,52,88,63,0,8,1
Hamilton,Ferrari,Barcelona,3,112.196918161225,76,33,47,3,6,1
Albon,Williams,Budapest,15,321.5655822311649,62,26,63,11,15,1
Stroll,Aston Martin,Suzuka,23,250.81746550071279,10,54,16,2,10,0
Hadjar,Racing Bulls,Abu Dhabi,18,162.13420748298043,6,23,17,9,20,1
Lawson,Racing Bulls,Monaco,17,147.72853590038446,58,54,33,6,3,1
Stroll,Aston Martin,Mexico City,25,257.54468831568374,71,73,9,9,16,1
Verstappen,Red Bull,Suzuka,26,82.16839443181921,95,67,7,4,9,1
Russel,Mercedes,Montreal,10,261.90156297641676,0,12,59,8,11,1
Bortoleto,Sauber,Barcelona,18,343.9086684787801,51,87,29,9,19,1
Alonso,Aston Martin,Spielberg,15,153.57520402770243,50,58,10,2,8,0
Tsunoda,Red Bull Racing,Zandvoort,2,188.82493526757276,1,63,45,5,20,1
Hadjar,Racing Bulls,Spa,16,288.86567041589404,48,22,35,10,4,0
Lawson,Racing Bulls,Melbourne,4,166.46134589595093,96,70,51,5,15,0
Antonelli,Mercedes,Silverstone,27,186.1732029648113,8,28,24,9,2,1
Norris,McLaren,Miami,12,269.2894351862111,12,37,2,3,2,0
Bortoleto,Sauber,Monaco,17,340.1161627035197,56,54,14,2,10,0
Russel,Mercedes,Budapest,4,247.05903216296593,40,24,14,6,5,0
Hamilton,Ferrari,Las Vegas,5,251.07846379115853,63,78,64,7,13,1
Hulkenberg,Sauber,Abu Dhabi,6,171.87458289246766,41,14,63,9,12,1
Sainz,Williams,Shanghai,14,174.77903147972296,44,47,44,1,12,0
Leclerc,Ferrari,Mexico City,29,327.70576996421335,51,52,39,5,17,1
Leclerc,Ferrari,Zandvoort,20,100.93924272803338,51,70,53,8,19,1
Hamilton,Ferrari,Lusail,8,235.42592241468014,53,76,1,2,12,0
Sainz,Williams,Abu Dhabi,20,131.17251394042123,58,64,46,10,6,1
Colapinto,Alpine,Silverstone,24,342.83531501459584,25,50,61,8,13,1
Verstappen,Red Bull,Mexico City,2,136.54301701397665,41,30,63,7,13,1
Russel,Mercedes,Sakhir,10,129.81524022109247,26,73,10,6,6,1
Antonelli,Mercedes,Monza,0,272.8549068366715,12,11,2,11,14,1
Verstappen,Red Bull,Imola,1,293.40525424567755,36,40,12,9,3,0
Verstappen,Red Bull,Miami,3,266.6973588184497,97,21,47,10,1,0
Tsunoda,Red Bull Racing,Mexico City,22,288.5200890046064,49,15,28,1,16,1
Antonelli,Mercedes,Baku,28,106.67507045997364,68,30,48,9,2,1
Hulkenberg,Sauber,Singapore,23,202.84575661492232,4,51,2,4,19,1
Russel,Mercedes,Baku,15,195.23892286186003,22,38,59,2,18,0
Tsunoda,Red Bull Racing,Melbourne,3,227.9831574146914,55,48,27,0,4,0
Albon,Williams,Montreal,7,270.07744915469357,52,65,65,6,11,1
Sainz,Williams,Zandvoort,19,89.50665524672863,43,55,30,3,9,1
Hamilton,Ferrari,Sao Paulo,27,337.13842144858495,63,0,61,2,13,1
Tsunoda,Red Bull Racing,Las Vegas,23,145.92012685982684,1,28,50,8,9,1
Colapinto,Alpine,Imola,6,343.29643854489603,65,97,49,9,14,1
Lawson,Racing Bulls,Spa,16,173.49012667953056,3,65,56,6,12,1
Verstappen,Red Bull,Mexico City,7,99.07432806849108,92,97,9,1,6,1
Tsunoda,Red Bull Racing,Singapore,17,319.285509682048,21,1,9,7,10,0
Hadjar,Racing Bulls,Baku,12,217.19092186893775,0,17,11,6,18,1
Ocon,Haas,Zandvoort,9,343.6815643760088,26,89,16,7,16,1
Gasly,Alpine,Montreal,28,295.70783698569494,94,19,52,10,19,1
Hadjar,Racing Bulls,Budapest,0,63.87482394867119,37,0,23,1,17,1
Lawson,Racing Bulls,Austin,6,167.26935582338322,55,6,5,11,20,1
Piastri,McLaren,Silverstone,13,196.4732790662544,48,14,33,11,5,0
Verstappen,Red Bull,Montreal,8,336.6169026932956,91,41,20,4,7,0
Hamilton,Ferrari,Silverstone,6,300.0572384524822,24,22,49,4,19,0
Russel,Mercedes,Imola,13,217.2773175324329,63,98,36,4,9,0
Norris,McLaren,Melbourne,16,112.69177237747996,20,64,24,11,6,1
Bortoleto,Sauber,Spielberg,12,101.7053028577776,43,61,38,1,14,1
Hulkenberg,Sauber,Baku,29,70.4128805744375,58,23,33,2,17,1
Norris,McLaren,Lusail,12,288.6789797190366,56,53,44,4,13,0
Albon,Williams,Silverstone,10,58.95983317932847,92,77,59,0,5,1
Norris,McLaren,Singapore,15,330.9644081334126,67,94,7,8,1,0
Antonelli,Mercedes,Abu Dhabi,6,186.7508888341885,90,42,58,2,20,0
Stroll,Aston Martin,Barcelona,7,125.75048219360836,62,23,20,11,2,1
Ocon,Haas,Sao Paulo,12,252.48270797712905,88,98,19,5,1,0
Leclerc,Ferrari,Monza,14,192.54963619108167,54,3,4,10,9,0
Alonso,Aston Martin,Baku,20,211.95243171186985,70,3,62,7,3,0
Hamilton,Ferrari,Barcelona,2,117.21306878031386,87,92,29,2,7,1
Bortoleto,Sauber,Mexico City,4,307.9335421559951,48,39,39,11,20,1
Verstappen,Red Bull,Suzuka,20,263.5685740497933,20,58,51,0,17,1
Hadjar,Racing Bulls,Singapore,28,58.43129009105162,74,38,56,11,1,1
Hulkenberg,Sauber,Zandvoort,29,188.04436940000937,67,20,38,11,18,1
Alonso,Aston Martin,Monza,16,319.7895228152776,14,71,54,6,19,1
Lawson,Racing Bulls,Shanghai,2,76.68152503246148,46,30,64,3,7,1
Ocon,Haas,Montreal,24,245.9044618911454,94,62,59,0,7,0
Russel,Mercedes,Miami,0,157.49316983749213,1,75,50,4,9,0
Lawson,Racing Bulls,Silverstone,20,267.1041668228863,61,46,18,6,12,1
Piastri,McLaren,Sao Paulo,0,113.297908118176,55,3,59,1,4,1
Antonelli,Mercedes,Miami,0,284.68379424063676,73,60,63,4,8,0
Stroll,Aston Martin,Sao Paulo,12,141.64755603348738,89,94,26,5,15,1
Hadjar,Racing Bulls,Silverstone,12,133.81075213224088,47,94,14,0,9,1
Colapinto,Alpine,Las Vegas,28,148.91875772606448,29,65,21,3,16,1
Hamilton,Ferrari,Jeddah,17,214.01588952770817,2,99,63,9,10,1
Piastri,McLaren,Budapest,17,302.0235166319699,45,96,14,5,8,0
Alonso,Aston Martin,Singapore,19,56.05865222102694,4,64,28,7,11,1
Gasly,Alpine,Silverstone,18,200.94213245990952,1,17,17,5,2,0
Piastri,McLaren,Zandvoort,20,90.02458480389419,0,58,23,5,18,1
Sainz,Williams,Budapest,10,338.7439838415536,92,17,13,2,11,0
Piastri,McLaren,Monaco,16,181.4360156909492,95,3,1,10,3,0
Bortoleto,Sauber,Monaco,8,87.23760633145875,90,85,57,8,10,1
Bearman,Haas,Abu Dhabi,10,173.68566297370108,20,26,1,6,1,0
Hadjar,Racing Bulls,Suzuka,22,274.792318870146,55,86,1,5,18,1
Verstappen,Red Bull,Monza,7,75.63686996064364,5,65,33,9,20,1
Stroll,Aston Martin,Melbourne,19,129.954717393418,27,56,8,3,16,1
Bortoleto,Sauber,Silverstone,25,249.1238212228173,14,81,62,3,11,1
Lawson,Racing Bulls,Sakhir,19,184.13173905196126,41,58,33,4,17,1
Albon,Williams,Spielberg,27,126.55095562630635,22,89,35,5,19,1
Piastri,McLaren,Shanghai,2,240.3652295577135,36,14,6,7,15,1
Albon,Williams,Budapest,7,313.04518795031436,46,50,62,8,17,1
Piastri,McLaren,Monaco,17,342.573615441974,41,32,64,9,1,0
Russel,Mercedes,Monza,12,239.23344969391337,64,42,54,5,16,0
Stroll,Aston Martin,Silverstone,28,307.8324556250278,47,66,32,4,12,1
Albon,Williams,Budapest,18,307.6086942757421,62,27,63,10,15,1
Sainz,Williams,Spielberg,0,338.0376335251757,72,85,6,6,4,0
Hulkenberg,Sauber,Melbourne,18,301.6134143859482,43,99,63,5,9,0
Bortoleto,Sauber,Spa,22,68.51819512967356,51,36,9,7,4,1
Bortoleto,Sauber,Las Vegas,25,208.3590811012627,96,42,44,8,4,0
Stroll,Aston Martin,Austin,3,129.1862089023413,41,54,54,3,3,1
Tsunoda,Red Bull Racing,Monza,4,242.93121646743495,70,21,37,2,5,0
Gasly,Alpine,Spa,11,65.76238207715302,13,53,61,9,17,1
Russel,Mercedes,Jeddah,28,349.2979654846555,11,39,41,5,18,1
Lawson,Racing Bulls,Miami,19,187.06902229045494,43,69,29,2,9,0
Hamilton,Ferrari,Spa,17,293.15239150378795,4,50,36,1,12,1
Bearman,Haas,Sakhir,10,59.64119647620721,5,60,38,10,15,1
Stroll,Aston Martin,Abu Dhabi,16,214.4892506983979,22,4,63,4,3,0
Bortoleto,Sauber,Lusail,19,289.0476431343567,87,31,52,9,6,0
Hamilton,Ferrari,Montreal,25,101.50780592279953,81,8,50,1,5,1
Stroll,Aston Martin,Austin,24,210.24993241248316,76,17,20,6,15,1
Bearman,Haas,Austin,2,101.37249690105705,96,39,52,3,6,1
Bearman,Haas,Singapore,25,118.61838371393215,44,10,1,1,20,1
Albon,Williams,Lusail,26,313.49018975428527,22,60,47,0,14,1
Albon,Williams,Baku,24,329.97613659243643,52,18,54,0,1,0
Tsunoda,Red Bull Racing,Monaco,20,255.29009429327326,0,71,62,4,1,1
Norris,McLaren,Mexico City,15,334.6089507890409,45,2,25,9,10,0
Hadjar,Racing Bulls,Budapest,22,214.31397315709046,72,94,8,1,4,0
Alonso,Aston Martin,Suzuka,3,80.23011886948223,7,7,64,5,20,1
Ocon,Haas,Spa,4,305.438999314809,12,20,17,2,6,0
Leclerc,Ferrari,Budapest,6,192.4448243800123,3,23,36,11,1,0
Alonso,Aston Martin,Jeddah,15,303.6523261430159,76,18,16,4,14,0
Hamilton,Ferrari,Singapore,14,343.4979412010726,34,6,1,1,9,0
Alonso,Aston Martin,Sao Paulo,9,54.475248367970394,50,15,50,8,6,1
Albon,Williams,Suzuka,21,203.02312178957507,8,55,48,5,8,0
Hadjar,Racing Bulls,Spa,24,129.57213172206326,79,52,15,6,13,1
Alonso,Aston Martin,Montreal,13,74.54611949570173,66,55,25,5,8,1
Albon,Williams,Austin,7,146.2822357648341,21,66,47,9,18,1
Bearman,Haas,Sakhir,19,152.82942397530203,66,27,41,6,18,1
Sainz,Williams,Zandvoort,26,244.38844304537545,36,72,64,9,11,1
Lawson,Racing Bulls,Imola,5,193.02122291813546,69,51,25,4,16,0
Norris,McLaren,Montreal,6,177.2386172702156,79,62,8,10,18,1
Albon,Williams,Austin,1,160.02675230581482,77,69,1,0,18,0
Albon,Williams,Austin,9,93.09919506923818,96,35,46,9,4,1
Ocon,Haas,Baku,22,79.52065948535088,19,13,53,4,18,1
Verstappen,Red Bull,Suzuka,23,130.87836564158934,39,10,3,6,4,1
Verstappen,Red Bull,Austin,4,345.4187626831911,25,7,45,9,8,0
Ocon,Haas,Imola,6,119.49920136264673,1,63,43,11,14,1
Hadjar,Racing Bulls,Mexico City,6,214.7155340280597,12,96,34,10,16,1
Albon,Williams,Suzuka,22,289.63903979435224,44,53,59,8,5,0
Verstappen,Red Bull,Spielberg,8,324.5450007247595,20,31,26,1,17,0
Lawson,Racing Bulls,Sakhir,29,153.71742764902447,35,25,7,7,2,1
Lawson,Racing Bulls,Austin,29,349.11398634901224,19,78,16,6,14,1
Hulkenberg,Sauber,Mexico City,15,243.61431875986506,49,42,61,10,11,1
Lawson,Racing Bulls,Monaco,8,71.33371124428687,20,3,55,5,20,1
Lawson,Racing Bulls,Abu Dhabi,3,126.06922297627655,12,49,10,5,16,1
Antonelli,Mercedes,Melbourne,4,314.7943278636916,98,56,19,11,3,0
Verstappen,Red Bull,Imola,8,73.21637618696633,24,27,35,10,12,1
Lawson,Racing Bulls,Imola,6,86.5395468853278,30,3,2,0,19,1
Hulkenberg,Sauber,Lusail,0,107.42829464594963,37,55,56,11,17,1
Antonelli,Mercedes,Spielberg,19,274.4111294236907,11,16,57,2,11,1
Hamilton,Ferrari,Monza,12,347.94258397295675,66,82,13,2,20,0
Russel,Mercedes,Austin,20,249.7194272057393,6,17,8,10,5,0
Bortoleto,Sauber,Jeddah,7,110.11584990101831,68,76,3,10,13,1
Sainz,Williams,Singapore,19,60.9588264828523,64,36,29,6,3,1
Norris,McLaren,Budapest,16,338.45955627352254,56,80,10,10,12,1
Sainz,Williams,Zandvoort,19,262.9895359321232,28,28,20,10,1,0
Hamilton,Ferrari,Imola,1,108.48446174229964,70,56,29,4,10,1
Piastri,McLaren,Spielberg,28,260.81989754002336,45,7,63,11,17,1
Albon,Williams,Barcelona,10,207.61062758248116,66,76,50,1,11,0
Russel,Mercedes,Imola,14,170.86644379294194,13,56,57,8,1,0
Antonelli,Mercedes,Singapore,18,298.4804464800687,51,11,3,10,19,1
Stroll,Aston Martin,Singapore,12,205.61739643880045,96,94,11,7,3,0
Lawson,Racing Bulls,Las Vegas,13,342.072936021577,24,36,34,10,3,0
Bortoleto,Sauber,Barcelona,21,86.76602700857953,75,86,24,4,8,1
Leclerc,Ferrari,Spa,13,167.79408988006998,33,43,8,1,10,0
Bortoleto,Sauber,Monza,8,94.26190786374794,33,31,31,10,7,1
Verstappen,Red Bull,Monaco,11,104.48916916610848,74,35,13,2,5,1
Alonso,Aston Martin,Singapore,5,194.1109620999334,20,5,12,11,14,1
Hulkenberg,Sauber,Spielberg,16,136.35878087776854,3,2,2,6,12,1
Norris,McLaren,Spielberg,0,258.3401814876919,92,33,16,5,3,0
Alonso,Aston Martin,Las Vegas,18,172.2370322024274,96,89,49,10,2,0
Sainz,Williams,Monaco,3,196.42526979648935,88,26,52,5,11,0
Bortoleto,Sauber,Lusail,13,209.9993130989864,31,53,47,11,18,1
Bearman,Haas,Shanghai,25,88.88837156371044,78,23,14,5,2,1
Bortoleto,Sauber,Silverstone,12,344.0984154047694,64,65,64,2,13,0
Norris,McLaren,Montreal,24,245.9679814411207,89,67,59,4,20,1
Piastri,McLaren,Baku,23,89.89067321560493,19,36,10,0,3,1
Sainz,Williams,Imola,17,333.3286221622002,38,16,43,11,16,1
Antonelli,Mercedes,Austin,16,332.05594367130567,58,80,49,9,1,0
Antonelli,Mercedes,Monaco,21,175.2492328044678,33,81,51,1,6,0
Antonelli,Mercedes,Sakhir,17,261.9517902921387,29,33,9,0,19,1
Stroll,Aston Martin,Suzuka,9,254.199339963353,83,70,45,1,13,0
Stroll,Aston Martin,Imola,16,287.6988668300748,53,23,31,11,8,0
Piastri,McLaren,Suzuka,7,197.63182689788056,63,31,4,3,8,0
Hamilton,Ferrari,Abu Dhabi,13,249.7606712088644,74,15,35,8,19,1
Hadjar,Racing Bulls,Las Vegas,20,106.77474375246625,12,48,30,2,17,1
Lawson,Racing Bulls,Monaco,8,221.76787689738495,7,31,54,3,8,0
Hamilton,Ferrari,Spa,29,165.55097590574394,3,37,2,11,19,1
Hamilton,Ferrari,Mexico City,0,323.8562739521825,77,89,60,11,13,1
Hulkenberg,Sauber,Melbourne,0,162.83257269164125,62,4,22,8,20,1
Russel,Mercedes,Las Vegas,23,72.47237770408012,20,0,17,0,4,1
Lawson,Racing Bulls,Sao Paulo,29,308.9434371231303,58,8,15,1,12,1
Russel,Mercedes,Miami,13,246.17826412776932,86,59,18,2,10,0
Bearman,Haas,Spielberg,2,335.02399457663074,73,35,15,2,7,0
Tsunoda,Red Bull Racing,Spa,12,247.44907970336635,66,14,38,5,7,0
Bortoleto,Sauber,Zandvoort,8,174.56909872298658,62,75,3,11,8,0
Bortoleto,Sauber,Melbourne,13,182.1857384836579,41,45,47,4,1,0
Antonelli,Mercedes,Zandvoort,10,307.84497308152913,48,70,55,10,10,0
Hadjar,Racing Bulls,Sao Paulo,22,270.81790334221057,3,30,10,8,2,0
Piastri,McLaren,Suzuka,18,331.9909514178423,89,9,32,8,3,0
Gasly,Alpine,Spa,0,321.88641490515437,10,58,52,11,8,0
Lawson,Racing Bulls,Imola,10,107.36683028822189,82,49,33,1,18,1
Colapinto,Alpine,Spielberg,19,314.0552523196135,37,0,61,5,4,0
Albon,Williams,Zandvoort,6,135.52709431147548,45,56,55,10,17,1
Antonelli,Mercedes,Sao Paulo,28,141.4833893265046,9,8,34,7,6,1
Piastri,McLaren,Monza,21,310.9448095205476,75,71,64,7,3,0
Leclerc,Ferrari,Imola,29,154.0674863346518,49,19,51,9,15,1
Ocon,Haas,Abu Dhabi,24,314.0232262883516,80,78,24,8,11,1
Hadjar,Racing Bulls,Imola,2,135.9412196364304,67,21,35,11,7,1
Russel,Mercedes,Silverstone,5,55.01619993902636,57,5,20,6,15,1
Colapinto,Alpine,Monaco,28,245.37631702639175,75,80,3,4,14,1
Stroll,Aston Martin,Sao Paulo,9,143.21803761573221,10,73,60,10,11,1
Colapinto,Alpine,Las Vegas,18,99.82226910306362,41,37,6,10,9,1
Ocon,Haas,Spa,2,84.83241812118804,63,97,44,11,2,1
Hadjar,Racing Bulls,Zandvoort,2,346.27642083940214,16,66,40,6,20,1
Lawson,Racing Bulls,Imola,18,211.1766409920894,89,61,40,2,4,0
Lawson,Racing Bulls,Spa,3,343.59755224137194,55,60,52,3,18,0
Verstappen,Red Bull,Abu Dhabi,14,286.40875417817665,71,27,38,5,19,0
Bearman,Haas,Sakhir,17,244.92314122288215,90,7,5,8,7,0
Norris,McLaren,Sakhir,0,66.18991251460962,34,7,3,9,2,1
Piastri,McLaren,Austin,17,151.4128403646879,83,84,54,0,20,1
Gasly,Alpine,Budapest,9,183.67101987866607,99,22,48,7,18,1
Verstappen,Red Bull,Abu Dhabi,3,138.9884794511441,2,21,23,0,4,1
Hamilton,Ferrari,Lusail,1,78.30103541232526,7,42,65,6,13,1
Sainz,Williams,Lusail,7,237.22820953000183,1,1,32,10,5,0
Stroll,Aston Martin,Las Vegas,9,238.079908889763,39,84,64,4,16,0
Russel,Mercedes,Montreal,29,181.4744891044461,89,63,15,6,18,1
Gasly,Alpine,Baku,22,121.89448430119015,62,28,28,6,16,1
Piastri,McLaren,Monza,8,85.24868972167768,60,62,22,7,19,1
Norris,McLaren,Montreal,25,58.66021082354397,8,77,10,6,14,1
Hamilton,Ferrari,Budapest,13,328.64468007969094,83,76,45,0,20,0
Ocon,Haas,Montreal,22,62.261396907219414,65,33,52,3,13,1
Leclerc,Ferrari,Montreal,12,260.3611794439976,31,45,24,5,3,0
Hulkenberg,Sauber,Mexico City,21,91.03011266153548,10,67,52,4,8,1
Hamilton,Ferrari,Baku,10,181.39485847827464,72,93,19,11,6,0
Alonso,Aston Martin,Monza,5,126.83317226684107,42,7,59,4,3,1
Gasly,Alpine,Lusail,20,324.8736077904631,67,83,33,1,10,0
Ocon,Haas,Jeddah,0,83.92529918855828,4,53,2,7,18,1
Sainz,Williams,Abu Dhabi,0,148.26248823493188,38,63,2,9,18,1
Norris,McLaren,Suzuka,22,106.3671531518482,28,38,18,6,15,1
Leclerc,Ferrari,Zandvoort,17,267.44749494379386,13,60,54,1,8,0
Lawson,Racing Bulls,Montreal,22,70.4183976047009,98,42,52,6,8,1
Norris,McLaren,Monza,10,109.80104302593503,36,70,41,6,12,1
Antonelli,Mercedes,Miami,26,140.6592859143252,88,8,37,3,12,1
Tsunoda,Red Bull Racing,Melbourne,8,80.75387113391606,41,50,61,10,6,1
Colapinto,Alpine,Sakhir,9,306.3764505157832,14,94,25,11,16,1
Russel,Mercedes,Monaco,19,91.89977031247875,26,35,41,11,15,1
Gasly,Alpine,Austin,12,304.8577127242637,12,3,54,8,3,0
Russel,Mercedes,Suzuka,4,115.78421180052439,97,32,59,4,20,1
Sainz,Williams,Lusail,14,282.17495754532354,58,76,21,0,15,0
Colapinto,Alpine,Melbourne,5,134.91235854204467,2,43,26,0,6,1
Norris,McLaren,Spielberg,23,221.4958932533687,49,58,53,11,3,0
Bortoleto,Sauber,Budapest,23,63.94122908022799,37,50,21,9,9,1
Ocon,Haas,Singapore,10,163.36727952676978,48,92,51,3,3,0
Bortoleto,Sauber,Zandvoort,5,284.2206155006239,97,48,12,9,10,0
Verstappen,Red Bull,Melbourne,16,261.0579449069981,7,24,34,9,14,1
Gasly,Alpine,Monaco,3,178.6172601960727,5,70,28,0,15,1
Stroll,Aston Martin,Melbourne,19,119.20654538115292,22,7,36,10,13,1
Norris,McLaren,Suzuka,5,234.8558412721571,36,12,30,6,1,0
Leclerc,Ferrari,Jeddah,22,199.2748574852401,12,45,45,2,7,0
Stroll,Aston Martin,Suzuka,0,321.573327438167,7,90,6,6,19,1
Colapinto,Alpine,Suzuka,8,248.17728359803573,20,63,54,2,1,0
Stroll,Aston Martin,Spa,18,191.4417507455025,12,87,17,5,19,1
Gasly,Alpine,Suzuka,0,283.0240087990541,4,61,24,8,20,1
Leclerc,Ferrari,Spa,14,324.1600407814473,74,73,24,9,17,1
Gasly,Alpine,Abu Dhabi,14,198.50495989284695,5,76,48,5,8,0
Verstappen,Red Bull,Monaco,27,127.77394717850251,0,87,12,2,15,1
Verstappen,Red Bull,Lusail,3,347.3089344622704,11,40,27,9,19,1
Albon,Williams,Melbourne,5,241.50313054112087,64,9,47,2,8,0
Bortoleto,Sauber,Abu Dhabi,27,183.8209658511011,33,61,56,1,8,0
Colapinto,Alpine,Mexico City,26,109.8746938048885,15,41,39,8,1,1
Norris,McLaren,Spielberg,16,106.04062359517819,58,2,14,6,8,1
Gasly,Alpine,Melbourne,2,228.23435580162868,0,24,8,5,14,0
Tsunoda,Red Bull Racing,Monza,1,101.46938699451175,42,0,20,7,9,1
Sainz,Williams,Spa,21,342.1672557829905,64,87,59,8,17,1
Verstappen,Red Bull,Silverstone,25,185.04619679057708,30,44,43,7,9,0
Tsunoda,Red Bull Racing,Melbourne,25,324.23757697297674,66,70,57,4,4,0
Russel,Mercedes,Abu Dhabi,10,344.59627766630496,53,74,14,5,16,0
Bearman,Haas,Monaco,6,310.34055592634195,78,50,47,10,17,1
Sainz,Williams,Barcelona,22,100.70394304767248,37,7,30,9,13,1
Gasly,Alpine,Las Vegas,20,98.56306620524559,52,47,39,1,6,1
Hamilton,Ferrari,Monza,11,59.55073584773729,98,56,37,5,1,1
Albon,Williams,Budapest,6,207.06301117161203,30,61,36,2,19,0
Verstappen,Red Bull,Las Vegas,6,182.63385695354373,23,91,17,5,4,0
Hulkenberg,Sauber,Montreal,21,286.1949944068501,96,96,20,5,5,0
Bortoleto,Sauber,Baku,20,217.44171917100923,99,52,21,4,10,0
Colapinto,Alpine,Monaco,4,98.11026319211543,94,89,54,8,7,1
Norris,McLaren,Lusail,24,217.37795510583305,47,64,12,2,3,0
Lawson,Racing Bulls,Silverstone,5,284.0395034245319,17,78,56,10,16,1
Alonso,Aston Martin,Singapore,15,175.02898547621376,48,24,21,8,18,1
Hamilton,Ferrari,Sao Paulo,16,291.09417620470276,98,36,20,8,7,0
Hamilton,Ferrari,Monza,14,200.4070262200415,19,6,20,10,6,0
Piastri,McLaren,Suzuka,13,276.59532010792947,49,88,35,9,3,0
Bearman,Haas,Monaco,11,186.82482569232062,52,6,2,3,3,0
Verstappen,Red Bull,Barcelona,0,248.5883045078111,3,64,46,0,10,0
Hadjar,Racing Bulls,Austin,20,165.72476621532456,11,74,39,5,3,0
Norris,McLaren,Montreal,2,189.95795497249716,39,72,59,9,9,0
Russel,Mercedes,Barcelona,3,173.5339440515446,63,68,43,9,2,0
Bortoleto,Sauber,Mexico City,8,248.51608818440855,18,21,34,9,14,1
Verstappen,Red Bull,Lusail,20,126.41753866427445,96,8,45,7,11,1
Russel,Mercedes,Imola,10,213.93189036108842,11,22,11,11,16,1
Bearman,Haas,Singapore,13,98.53139237580241,16,47,30,8,10,1
Hulkenberg,Sauber,Singapore,7,110.45758197916564,21,4,34,1,4,1
Alonso,Aston Martin,Baku,13,101.52779356593696,27,56,39,9,8,1
Hamilton,Ferrari,Spa,3,123.7591076327323,40,49,30,0,16,1
Sainz,Williams,Las Vegas,0,159.29751921289844,51,23,18,10,9,0
Lawson,Racing Bulls,Jeddah,14,97.72586993757479,46,31,20,5,1,1
Ocon,Haas,Jeddah,22,106.354353342179,16,84,12,2,20,1
Sainz,Williams,Lusail,12,273.7811661439152,42,20,25,0,2,0
Antonelli,Mercedes,Zandvoort,21,310.55616004277687,70,49,61,5,10,0
Tsunoda,Red Bull Racing,Abu Dhabi,22,327.2508132051096,70,25,49,9,6,0
Albon,Williams,Spielberg,5,272.9598584091185,85,88,29,7,5,0
Bearman,Haas,Lusail,21,149.62295983864493,25,11,49,11,3,1
Sainz,Williams,Baku,21,330.9645304689766,76,89,25,5,2,0
Antonelli,Mercedes,Monaco,7,287.14506500837666,5,55,43,7,14,1
Russel,Mercedes,Austin,0,171.85870616560754,62,40,47,7,13,1
Verstappen,Red Bull,Monza,8,229.23530214468056,47,85,18,7,19,1
Alonso,Aston Martin,Miami,27,100.2146304363784,92,47,10,2,14,1
Leclerc,Ferrari,Monza,15,341.6942401345274,50,72,36,3,5,0
Alonso,Aston Martin,Mexico City,13,340.0774060637573,52,16,41,7,20,1
Russel,Mercedes,Spa,22,240.73389592596638,48,63,62,8,6,0
Stroll,Aston Martin,Budapest,8,71.42912117938492,37,82,54,2,4,1
Bortoleto,Sauber,Las Vegas,17,225.0409868862908,26,52,53,2,4,0
Stroll,Aston Martin,Barcelona,23,243.16977588420008,46,1,27,3,5,0
Sainz,Williams,Montreal,28,254.3023658155151,28,27,25,4,10,0
Lawson,Racing Bulls,Silverstone,16,281.3639018671088,1,12,13,6,7,0
Ocon,Haas,Baku,12,216.54377226070156,40,21,9,10,15,1
Lawson,Racing Bulls,Spa,19,226.98219328795685,37,97,28,2,14,1
Hamilton,Ferrari,Lusail,22,245.46263953973238,15,26,14,7,19,1
Hamilton,Ferrari,Lusail,11,179.70779807321827,59,61,14,4,5,0
Stroll,Aston Martin,Austin,29,247.85504275162018,94,38,25,9,4,1
Piastri,McLaren,Budapest,19,222.5757718552121,23,54,46,8,5,0
Bortoleto,Sauber,Melbourne,16,75.73707575122754,11,21,52,4,10,1
Alonso,Aston Martin,Monaco,16,306.1704053647264,91,10,48,0,9,0
Gasly,Alpine,Austin,2,300.31670367077714,47,69,52,2,17,0
Bearman,Haas,Zandvoort,1,293.53483236088056,28,64,53,9,20,1
Alonso,Aston Martin,Lusail,27,81.90672498030648,74,98,10,11,17,1
Alonso,Aston Martin,Shanghai,22,145.02852221527027,47,63,24,1,10,1
Lawson,Racing Bulls,Singapore,29,127.52290466600331,11,5,9,3,18,1
Tsunoda,Red Bull Racing,Monza,11,237.3402572423706,92,5,1,6,14,1
Bortoleto,Sauber,Suzuka,3,233.76638241458514,96,30,43,2,6,0
Piastri,McLaren,Spa,23,301.00658348377857,36,82,6,0,15,1
Alonso,Aston Martin,Spielberg,16,266.6035000933698,72,30,17,4,17,1
Verstappen,Red Bull,Lusail,0,319.9702883388288,5,41,55,4,17,0
Antonelli,Mercedes,Barcelona,15,106.52590086072789,60,17,35,1,7,1
Lawson,Racing Bulls,Zandvoort,24,105.99194511149413,66,95,56,10,12,1
Hadjar,Racing Bulls,Jeddah,0,344.1404012711079,54,71,12,2,13,0
Antonelli,Mercedes,Miami,15,305.7403755987084,75,52,58,10,6,0
Ocon,Haas,Zandvoort,23,69.4357805564176,64,55,31,7,15,1
Verstappen,Red Bull,Sakhir,28,102.31814894713791,69,49,41,10,17,1
Hadjar,Racing Bulls,Budapest,9,75.72296952504595,77,91,61,8,12,1
